"","estc_ids","title_1","title_2","pub_year","work_id"
"240","R43059","['The whole book of Psalms:']","['collected into English metre, by Thomas Sternhold, Iohn Hopkins and others: set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer; and also before and after sermons, and moreove in private houses for their godly solace and comfort; laying apart all ungodly songs and ballads, which tend onely to the nourishment of vice, and corrupting of youth.']",1658,"2-book of psalmes collected into english meeter"
"241","R208299","['An Act of indempnity and free pardon.']","['Tuesday, July 12. 1659. Ordered by the Parliament, that this Act be forthwith printed and published. Thomas St. Nicholas Clerk of the Parliament.']",1659,NA
"242","R209345","['An Act for the continuance of the committee for the Army and treasurers at vvar.']","['Friday the eighteenth of June, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"243","R203460","['The tryal &amp; triumph of faith: or, An exposition of the history of Christs dispossessing of the daughter of the woman of Canaan.']","['Delivered in sermons; in which are opened, the victory of faith; the condition of those that are tempted; the excellency of Jesus Christ and free-grace; and some speciall grounds and principles of libertinisme and antinomian errors, discovered by Samuel Rutherfurd, professor of divinity in the University of St. Andrews. Published by authority.']",1652,"14733-tryal and triumph of faith or exposition of history of christs dispossessing of daughter of woman of canaan delivered in sermons in which are opened victory of faith condition of those that are tempted excellency of jesus christ and free-grace and some speciall grounds and principles of libertinisme and antinomian errors discovered by samuel rutherfurd professor of divinity in university of st"
"244","R228203","['An act for indepmnifying of such persons as have acted for the service of the publique. At the Parliament begun at Westminster the 17th day of September, An. Dom. 1656.']","NA",1657,NA
"245","R209401","['An Act touching marriages and the registring thereof;']","['and also touching births and burials. Wednesday the 24th of August, 1653. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Clerk of the Parliament.']",1653,"71905-ordinances 1653-08-24"
"246","R212149","['By the Protector. A proclamation commanding all papists and all other persons, who have been of the late Kings party or his sons, to depart out of the cities of London and Westminster, and late lines of communication, on or before Munday the 8. of March, one thousand six hundred fifty seven.']","NA",1658,"129-proclamations"
"247","R202081","['The speech of the Right Honourable the Lord Fiennes, Commissioner of the Great Seal;']","['made before His Highness and both Houses of Parliament, on Wednesday the 20th of January, 1657. Being the first day of their sitting. Published by His Highness special command.']",1658,"136772-speeches 1658-01-20"
"248","R209422","['An Act concerning the determination of several claims now depending before the commissioners for removing obstructions.']","NA",1653,NA
"249","R31600","['The Holy Bible']","['containing the Old Testament and the New. Newly translated out of ye original tongues. And with the former translations diligently compared and revised.']",1658,NA
"250","R211387","['By the Committee of Safety of the Common-wealth of England, Scotland, and Ireland. A proclamation requiring the departure of the persons herein mentioned, out of the cities of London and Westminster, and places adjacent.']","NA",1659,"58668-miscellaneous documents 1659-12-16"
"251","R39615","['By the Protector, a proclamation giving encouragement to such as shall transplant themselves to Jamaica']","NA",1655,NA
"252","R203642","['The reviler rebuked: or, A re-inforcement of the charge against the Quakers, (so called) for their contradictions to the Scriptures of God, and to their own scriblings,']","['which Richard Farnworth attempted to answer in his pretended Vindication of the Scriptures; but is farther discovered, with his fellow-contradictors and revilers, and their doctrine, to be anti-Scriptural, anti-Christian, and anti-spiritual. By John Stalham, a servant of the great bishop and shepherd of souls, appointed to watch his little flock at Terling in Essex.']",1657,"81470-reviler rebuked or re-inforcement of charge against quakers so called for their contradictions to scriptures of god and to their own scriblings which richard farnworth attempted to answer in his pretended vindication of scriptures but is farther discovered with his fellow-contradictors and revilers and their doctrine to be anti-scriptural anti-christian and anti-spiritual"
"253","R211072","['By the Protector, a proclamation of His Highness, prohibiting horse-races in England and Wales for eight moneths.']","NA",1658,"129-proclamations"
"254","R212244","['By the Protector. A Proclamation declaring the right of the Fellowship and Company of English Merchants for Discovering of New Trades (commonly called the Muscovia Company)']","['to the sole fishing for whales upon the coasts of Green-land and Chery-Island, and for restraining and prohibiting of all others.']",1658,"129-proclamations"
"255","R176090","['An act for the preventing of the multiplicity of buildings in and about the suburbs of London,']","['and vvithin ten miles thereof. At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"256","R211260","['An act for the apprehension of Thomas Cook Esq;']","NA",1651,NA
"257","R215390","['Euclidis sex primi Elementorum geometricorum']","['libri, in commodiorem formam contracti &amp; demonstrati. A P. Georg: Fournier è societate Jesu. Editio prioribus auctior atq; castigatior.']",1654,"59-elements"
"258","R30671","['An act for the better suppressing of theft upon the borders of England and Scotland,']","['and for discovery of high-way men and other felons. At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"259","R234044","['A declaration of the Parliament assembled at Westminster.']","['Whereas the Parliament of this Commonwealth having, through the eminent favour and mercy of God, sate many years in the performance of the trust reposed in them by the people, ...']",1659,"79278-proceedings 1659-05-07"
"260","R210420","['An order and declaration of His Highness the Lord Protector, with the advice of his council;']","['touching the continuance of the duty of excize and new impost.']",1655,"71889-orders in council 1655-02-28"
"261","R230020","['The Psalms of David in meeter.']","NA",1658,NA
"262","R211274","['Friday, the 27th of June, 1651. Resolved, that the Parliament doth declare, that the several persons named commissioners in the several Acts of Parliament for the militias in the several cities and counties of this Commonwealth, ...']","NA",1651,NA
"263","R211221","['Monday June 27th 1659. Resolved, that this Parliament doth declare, that, for the encouragement of a godly, preaching, learned ministry throughout the nation, the payment of tithes shall continue ...']","NA",1659,NA
"264","R209393","['An Act appointing a committee for the army, and treasurers at vvar.']","['Wednesday the 25th of July, 1653. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Clerk of the Parliament.']",1653,NA
"265","R211145","['A declaration of His Highness for a day of solemn fasting &amp; humiliation.']","NA",1658,"58564-miscellaneous documents 1658-12-16"
"266","R211470","['By the Protector. A proclamation commanding all persons, who have been of the late Kings party,']","['or his sons, to depart out of the cities of London and Westminster, and late lines of communication, on or before Thursday the twelfth day of July instant.']",1655,"11366-orders in council 1655-07-06"
"267","R211432","['An act for continuation of the Act for redemption of captives.']","NA",1652,NA
"268","R209321","['An Act impowering the respective militias of London, the hamlets of the Tower, Southwark and Westminster, to raise foot.']","NA",1651,NA
"269","R474981","['An Act for the adjournment of this present Parliament, from the six and twentieth of June, 1657. unto the twentieth of January next ensuing.']","['At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,"48418-ordinances 1657-06-26"
"270","R209354","['An Act for enabling the judges of the northern-circuit to hold an assize at Duresm, on Friday the seven and twentieth day of August, one thousand six hundred fifty and two.']","['Tuesday, 10 August, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"271","R206706","['A letter from the Lord General Cromvvel,']","['dated September the fourth, 1651. To the Right Honorable William Lenthal Esq; speaker of the Parliament of the Commonwealth of England. Touching the taking of the city of VVorcester; and the total routing of the enemies army. Saturday, September 6. 1651. Resolved by the Parliament, that the letter from the Lord General, dated the fourth of September, 1651. be printed, together with the order made yesterday for a thanksgiving on the next Lords Day, and read, together with the said order. Hen: Scobell, Cleric. Parliamenti.']",1651,"2700-a letter from lord lieutenant of ireland to honorable william lenthall speaker of parliament of england relating several successes it hath pleased god lately to give parliaments forces there"
"272","R212084","['Tuesday the fifth of September, 1654. Resolved by the Parliament, that no petition against any election ...']","NA",1654,NA
"273","R211276","['Tuesday, September 20. 1659. Ordered by the Parliament, that all masters and governors of hospitals be, and are hereby prohibited to grant or renew any leases of any lands, tenements, or hereditaments belonging unto any of the said respective hospitals, until this House take further order.']","NA",1659,NA
"274","P1240","['Several proceedings of Parliament,']","['from ...']",1653,NA
"275","R228174","['By the Lord Protector. A proclamation about dissolving the Parliament.']","NA",1659,"34910-proclamations 1659-04-22"
"276","R211676","['By the Protector. A declaration of His Highnes with the advice of the Council, in order to the securing the peace of this Commonwealth.']","NA",1655,"19827-orders in council 1655-11-24"
"277","R222406","['A good day vvell improved, or Five sermons upon Acts 9. 31.']","['Two of which were preached at Pauls, and ordered to be printed. To which is annexed a sermon on 2 Tim. 1. 13. Preached at St. Maries in Cambridge, on the Commencement Sabbath, June 30. 1650. By Anthony Tuckney D.D. and Master of St Johns College in Cambridge.']",1656,"52095-a good day vvell improved or five sermons upon acts 9 31 two of which were preached at pauls and ordered to be printed"
"278","R211712","['An Act touching idiots and lunatiques.']","NA",1653,NA
"279","R210504","['Articles of peace, friendship &amp; entercourse, concluded and agreed between England &amp; Svveden, in a treaty bearing date at Upsal the ninth day of May in the year of our Lord God 1654.']","['Published by his Highness special commandment.']",1655,NA
"280","R225592","['A declaration of His Highness the Lord Protector and the Parliament, for a day of publique thanksgiving on Friday the twentieth of February 1656.']","['Monday, the second of February, 1656. Ordered by the Parliament, that the declaration for a day of thanksgiving on the twentieth of February instant, be forthwith printed and published, and that the same be sent to the sheriffs of the respective counties and shires, who are required to take care that the same be delivered to the ministers of the respective parishes and congregations. Henry Scobell, Clerk of the Parliament.']",1657,"225-miscellaneous documents"
"281","R211142","['By the Protector. A declaration of His Highness for a day of publique fasting and humiliation.']","NA",1658,"58563-miscellaneous documents 1658-09-24"
"282","R6471","['An essay of a loyal brest;']","['in four copies of verses, viz. I. to His Majesty, Charles the 2d. II. to his two houses of Parliament. III. to his general, the Lord Monck. IV. to that his good angel, Madam Jane Lane. By William Fairebrother, of Kings Colledge in Cambridge.']",1660,"179416-an essay of loyal brest in four copies of verses viz"
"283","R209352","['An Act for several lands and estates forfeited to the Commonvvealth for treason, appointed to be sold for the use of the Navy.']","['Wednesday, 4th August, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"284","R210791","['Saturday 13th of June, 1657. At the Council at White-hal.']","NA",1657,"71899-orders in council 1657-06-13"
"285","R211795","['A declaration of His Highness, inviting the people of England and Wales to a day of solemn fasting and humiliation.']","NA",1655,"129-proclamations"
"286","R209394","['An Act for constituting commissioners for ordering and managing the affairs of the Admiralty and Navy.']","['Thurdsay the 28th of July, 1653. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Clerk of the Parliament.']",1653,NA
"287","R210551","['Orders of His Highnes the Lord Protector, made and published by and with the advice and consent of his Council, for putting in speedy and due execution the laws, statutes and ordinances, made and provided against printing unlicensed and scandalous books and pamphlets,']","['and for the further regulating of printing. Published by His Highness special command.']",1655,"71894-orders in council 1655-08-28"
"288","R208265","['An Act of assessment.']","['Saturday, June 18. 1659. Ordered by the Parliament, that this act be forthwith printed and published. Tho. St Nicholas Clerk of the Parliament.']",1659,NA
"289","R209381","['An Act for making salt-petre·']","['Wednesday the 9th of February, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1653,NA
"290","R208255","['A distinct and faithful accompt of all the receipts, disbursments,']","['and remainder of the moneys collected in England, VVales &amp; Ireland, for the relief of the poor distressed Protestants in the valleys of Piemont, together with a brief accompt of the present state of affairs in those parts; as well for the better satisfaction of all those who have already contributed, as for the encouragement of those who have yet been wanting toward so good and charitable a work. Printed and published by special order of His Highness and the Council.']",1658,"225-miscellaneous documents"
"291","R225405","['Wednesday February 13. 1655. At the Council at Whitehall. Forasmuch as for many years last past complaints have been made of the excessive charges, with which the office of sheriff hath been burdened, partly through the extraordinary expences of some preceding sheriffs, ...']","NA",1655,"225-miscellaneous documents"
"292","R208249","['By the Committee for the Affairs of the poor Protestants in the valleys of Piedmont.']","NA",1658,"11560-by committee for affairs of poor protestants in valleys of piedmont "
"293","R211342","['An Act with instructions to the commissioners of the respective militias.']","NA",1651,NA
"294","R236728","['An Act for the security of His Highnes the Lord Protector his person, and continuance of the nation in peace and safety.']","['At the Parliament begun at Westminster the 17th day of September, an. Dom 1656.']",1657,NA
"295","R490012","['An act for renouncing and disanulling the pretended title of Charls Stuart, &amp;c.']","['At the Parliament begun at Westminster the 17th day of September, anno Domini 1656.']",1657,"5-public general acts"
"296","R209322","['An Act for the further continuing of the assessment of one hundred and twenty thousand pounds a moneth for three moneths, from the nine and twentieth of September, one thousand six hundred fifty and one, for maintenance of the armies in England, Ireland and Scotland.']","['Monday the first of September, 1651. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"297","R28979","['Gallen 1658']","['a new almanack for the said year ... / by Thomas Gallen.']",1658,"136034-gallen 1658 new almanack for said year "
"298","R211533","['An Act for setting apart VVednesday the thirteenth day of October, 1652, for a day of publique fasting and humiliation.']","NA",1652,NA
"299","R41081","['By the Protector, a proclamation for appointing of a certain day and place for the meeting of the commissioners named in an Act of the late Parliament, entituled, an Act for the security of His Highness the Lord Protector His Person, and continuance of the nation in peace and safety.']","NA",1658,"129-proclamations"
"300","R205468","['An act for sequestrations·']","['Saturday, August 27. 1659. Ordered by the Parliament, that this Act be forthwith printed and published. Tho. St Nicholas, Clerk of the Parliament.']",1659,NA
"301","R213286","['An Act for the exportation of several commodities of the breed, growth and manufacture of this Commonvvealth·']","['At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"302","R175398","['The New Testament of our Lord and Savior Jesus Christ. Newly translated out of the Greek; and with the former translations diligently compared and revised.']","NA",1653,NA
"303","R209308","['An additional Act concerning the proceedings of the law in English.']","NA",1651,NA
"304","R12052","['Sylva sylvarum: or, A naturall history.']","['In ten centuries. VVhereunto is newly added the history naturall and experimentall of life and death, or of the prolongation of life. Both written by the right honourable Francis Lo. Verulam Viscount St Alban. Published after the authors death, by VVilliam Ravvley Doctor in Divinity, one of his Majesties chaplaines. Hereunto is now added an alphabeticall table of the principall things contained in the ten centuries.']",1651,"1806-sylua syluarum or naturall historie in ten centuries"
"305","R210417","['An ordinance for reviving the court of the Dutchy of Lancaster.']","NA",1655,"71888-orders in council 1655-02-14"
"306","R209410","['An Act for the speedy and effectual satisfaction of the adventurers for lands in Ireland: and of the arrears due to the soldiery there, and of other publique debts; and for the encouragement of Protestants to plant and inhabit Ireland.']","['Together with an order of the Councel of State, dated the first of Iune, 1653. A commission under the Great Seal of England, and instructions thereunto annexed; and also further instructions to the commissioners of Parliament in Ireland, mentioned in this act, and thereby confirmed. Monday the 26th of September, 1653. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Clerk of the Parliament.']",1653,NA
"307","R208345","['An act against the raising of moneys upon the people, without their consent in Parliament·']","['Tuesday, Octob. 11. 1659. Ordered by the Parliament, that this Act be forthwith printed and published. Tho. St Nicholas, Clerk of the Parliament.']",1659,NA
"308","R211049","['An Act for continuing and establishing the subsidie of tunnage and poundage,']","['and for reviving an Act for the better packing of butter, and redress of abuses therein. At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"309","R209309","['An Act for continuing the assessment of one hundred and twenty thousand pounds per mensem for six moneths, from the five and twentieth of March, one thousand six hundred fifty one, for maintenance of the armies in England, Ireland and Scotland.']","['Die Martis, 15 Aprilis, 1651. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"310","R211379","['An Act for continuing the High Court of Justice.']","NA",1651,NA
"311","R27320","['An Act for the continuance of the customs and excise.']","['Wednesday, September 28. 1659. Ordered by the Parliament, that this Act be forthwith printed and published. Tho. St Nicholas, Clerk of the Parliament.']",1659,NA
"312","R209373","['An Act for the exposing to sale divers castles, houses, parks, lands and hereditaments belonging to the late King, Queen or Prince, exempted from sale by a former Act.']","['Friday the 31th of December, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"313","R210544","['An order and declaration of His Highnes and the Council, for continuing the Committee for the Army.']","NA",1655,"71893-orders in council 1655-07-13"
"314","R209380","['An Act for reviving of a former Act, entituled, An Act against unlicensed and scandalous books and pamphlets, and for better regulating of printing;']","['with some additions and explanations. Friday the 7th of January, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1653,NA
"315","R40492","['An Act for reviving and continuing of several Acts of Parliament touching the militias of the city of Westminster, borough of Southwark, and the hamlets of the Tower of London.']","NA",1651,NA
"316","R209305","['An Act for laying an imposition upon coals towards the building and maintaining ships for guarding the seas.']","['Die Veneris, 28 Martii, 1651. Orderd by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"317","R209338","['An Act of general pardon and oblivion.']","['Tuesday the 24th of February. 1651. Ordered by the Parliament, that this Act, entituled, An Act of general pardon and oblivion, be printed and published. Hen: Scobell, Cleric Parliamenti.']",1652,NA
"318","R208260","['An act for enabling and authorising certain persons to be justices of the peace and sheriffs.']","NA",1659,NA
"319","R231502","['An act and declaration touching several Acts and Ordinances made since the twentieth of April 1653. and before the third of September 1654. and other Acts, &amp;c.']","['At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"320","R210410","['An order and declaration of His Highness the Lord Protector, with the advice of his Council,']","['for an assessment of threescore thousand pounds by the moneth, for six moneths, for and towards the maintenance of the armies and navies of this Commonwealth. Thursday February 8 1654. Ordered by His Highness the Lord Protector, and his Council, that this order and declaration be forthwith printed and published. Henry Scobell, Clerk of the Council.']",1655,"71884-orders in council 1654-02-08"
"321","R209304","['An Act for continuance of the customs until the 26th of March, in the year 1653.']","NA",1651,NA
"322","R218449","['La Stratonica; or The unfortunate Queen.']","['A new romance. Written in Italian by Luke Assarino, and now Englished by J.B. Gent.']",1651,"6713-la stratonica or unfortunate queen new romance"
"323","R209285","['An Act and declaration touching the importation of bullion.']","NA",1651,NA
"324","R213110","['Thursday, the 24th of Julii, 1651. Resolved by the Parliament, that all primers formerly used in the time of kingship in this nation, be suppressed, ...']","NA",1651,NA
"325","R9705","['A treatise of tithes· Written by a wel-wisher to religion, and proprietie, as they have been established by the law of the land, and as they have been continued, and confirmed throughout divers ages, by severall Acts of Parliament.']","NA",1653,"182015-a treatise of tithes·"
"326","R16855","['A declaration of the faith and order owned and practiced in the Congregational churches in England;']","['agreed upon and consented unto by their elders and messengers in their meeting at the Savoy, October 12. 1658.']",1659,NA
"327","R225792","['By the Protector. A proclamation of the peace made between this Common-wealth, and France.']","NA",1655,"129-proclamations"
"328","R211363","['An Act enabling the commissioners of the militia to raise moneys for the present service of this Commonwealth.']","NA",1651,NA
"329","R213404","['Waterman: The sea-mans almanack and prognostication for the year of our Lord god, 1655.']","['Being the third from bissextile or leap-year: wherein is contained the hour and minute of full sea or high-water (for every day in the year) at all the chiefest ports in and adjoyning t these three ... (the like not set forth by any other.) Excellent tables for sea-men and others, to finde the hour of the night by the stars without an instrument; with other things of good use. Calculated for the meridian of London by Andrew Waterman mariner.']",1655,"169208-waterman sea-mans almanack and prognostication for year of our lord god 1655 being third from bissextile or leap-year wherein is contained hour and minute of full sea or high-water for every day in year at all chiefest ports in and adjoyning t these three "
"330","R211501","['By the Protector: a proclamation for perfecting the collection for relief of the Protestant inhabitants of the valleys of Lucern, Angrona, &amp;c.']","NA",1655,"129-proclamations"
"331","R211504","['By the Protector. A proclamation giving notice that the remaining differences bewixt the English and Dutch merchants stand referred to Commissioners appointed on both sides,']","['who are to assemble at Amsterdam in Holland, the 20. of July 1655.']",1655,"129-proclamations"
"332","R235398","['An act for punishing of such persons as live at high rates, and have no visible estate, profession or calling answerable thereunto.']","['At the Parliament begun at Westminster the 17th day of September, anno Domini 1656.']",1657,"3122-ordinances 1657"
"333","R208230","['A declaration of His Highness, for a collection towards the relief of divers Protestant churches driven out of Poland; and of twenty Protestant families driven out of the confines of Bohemia.']","NA",1658,"225-miscellaneous documents"
"334","R235778","['A true narrative of the late svccess which it hath pleased God to give to some part of the fleet of this Common-VVealth,']","['upon the Spanish coast, against the King of Spains West-India fleet, in its return to Cadiz. Being the substance of several letters writ and sent by the Generals of the fleet upon this occasion. Saturday, the 4. of October, 1656. Ordered by the Parliament, that this narrative be forthwith printed and published. Henry Scobel, Clerk of the Parliament.']",1657,NA
"335","R213200","['Wednesday the 17th of March, 1651. Resolved by the Parliament, that such delinquents as have been admitted to composition, and have paid part of their fines, and elapsed their times for payment in of the residue, be admitted to pay in the residue of their said fines with interest, ...']","NA",1652,NA
"336","R211048","['An Act for the taking away of purveyance, and compositions for purveyance.']","['At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"337","R479368","['A letter to his highness the Lord Protector from Captain Unton Crooke,']","['signifying the totall defeat of the Cavaliers in the west, under the command of Sir Joseth sic Wagstaffe.']",1655,"25989-a letter to his highness lord protector from captain unton crooke signifying totall defeat of cavaliers in west under command of sir joseph wagstaffe"
"338","R176499","['Gallen. 1652. A new almanack for the said year.']","['Being the leap year. Containing the lunations, eclipses, aspects of the planets, and daily disposition of the aire. With directions to such as use marts or faires, also to travellers that coast the kigdome sic. With many other notes of good consequence. Calculated according to art, and referred to the latitude of 53. degrees. By Tho: Gallen mathemat.']",1652,"136033-gallen 1652 new almanack for said year being leap year"
"339","R15876","['The conception and birth of sin,']","['delivered in two sermons upon James 1. 15. When lust hath conceived, it bringeth forth sin. By John Noble, Minister of East-Retford in the county of Nottingham. August 8. 1655. Imprimatur Joseph Caryl.']",1655,"175250-conception and birth of sin delivered in two sermons upon james 1"
"340","R213575","['Instructions agreed upon in Parliament for commissioners, for surveying the forest of Sherwood; the forest, or chase of Needwood; the forest, or chase of Kingswood; the forest, or chase of Ashdown, or Lancaster great Park; and Endfield Chase.']","['In pursuance of an Act of this present Parliament, entituled, An Act and declaration, touching several Acts and ordinances made since the twentieth of April 1653. and before the third of September 1654. and other Acts, &amp;c. At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"341","R29378","['An Act for the exportation of several commodities of the breed, growth and manufacture of this Commonvvealth.']","['At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"342","R211356","['Monday the first of September, 1651. Resolved by the Parliament, that whatsoever person or persons have, or shall have in their custody any of the printed papers (entituled, His Majesties declaration to all his loving subjects of the kingdom of England and dominion of VVales) be injoyned forthwith to bring the same in to the Councel of State, ...']","NA",1651,NA
"343","R213735","['In obitum serenissimi potentissimique principis Olivari Septembris 3tio è terris in coelum translati MDCLVIII.']","NA",1658,"116918-in obitum serenissimi potentissimique principis olivari septembris 3tio è terris in coelum translati mdclviii "
"344","R209174","['A good day vvell improved, or Five sermons upon Acts 9. 31.']","['Two of which were preached at Pauls, and ordered to be printed. To which is annexed a sermon on 2 Tim. 1. 13. Preached at St. Maries in Cambridge, on the Commencement Sabbath, June 30. 1650. By Anthony Tuckney D.D. and Master of St Johns College in Cambridge.']",1655,"52095-a good day vvell improved or five sermons upon acts 9 31 two of which were preached at pauls and ordered to be printed"
"345","R209314","['An Act for making navigable the river of VVye.']","['Thursday, the 26th of June, 1651. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"346","R211255","['An Act for continuation of the Act for removing all papists, and all officers and soldiers of fortune and divers other delinquents from London and Westminster, and confining them within five miles of their dwellings.']","NA",1651,NA
"347","R35696","['The Holy Bible']","['containing ye Old and New Testaments / newly translated out of ye originall tongues &amp; wth ye former translations diligently compared and revised.']",1655,NA
"348","R210783","['An Act for an assessment upon England, at the rate of sixty thousand pounds by the moneth, for three moneths;']","['from the twenty fifth day of March, 1657. to the twenty fourth day of Iune then next ensuing. At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"349","R14315","['The Holy Bible']","['containing the Old and New Testaments newly translated out of ye originall tongues, and with the former translations diligently compared, and revised']",1653,NA
"350","R235267","['By the Protector. A proclamation of the peace made between this Common-wealth, and the kingdome of France.']","NA",1655,"129-proclamations"
"351","R209358","['A further additional Act for sale of the fee-farm rents.']","['Thursday the 9th of September, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"352","R211542","['An Act for further impowring the Commissioners for removing obstructions to determine claims.']","NA",1652,NA
"353","R211587","['Friday the four and twentieth day of December, 1652. Resolved by the Parliament, that the markets be kept to morrow, being the five and twentieth day of December; ...']","NA",1652,NA
"354","R219927","['Memorials of the method and maner of proceedings in Parliament in passing bills.']","['Together with several rules and customs, which by long and constant practice have obtained the name of Orders of the House. Gathered by observation, and out of the journal books from the time of Edward 6. By H. S. E. C.P.']",1656,"4178-memorials of method and maner of proceedings in parliament in passing bills"
"355","R13781","['An Act for the improvement of the revenue of the customs and excize.']","NA",1657,"5-public general acts"
"356","R211184","['An Act impowering judges for probate of vvills, and granting administrations.']","NA",1659,NA
"357","R209649","['The doctresse:']","['a plain and easie method, of curing those diseases which are peculiar to women. Whereunto are annexed physicall paradoxes, or a new discovery of the æconomy of nature in mans body. Written by R.B. &amp;c.']",1656,"117216-doctresse plain and easie method of curing those diseases which are peculiar to women"
"358","R211392","['By the Parliament. A proclamation for the discovery and apprehending of Charls Stuart, and other traytors his adherents and abettors.']","NA",1651,NA
"359","R27004","['An Act for the taking away of purveyance, and compositions for purveyance.']","['At the Parliament begun at Westminster the 17th day of September, an. Dom. 1656.']",1657,NA
"360","R208342","['A declaration of the Parliament for a day of thanksgiving·']","NA",1659,NA
"361","R207448","['A second letter to his highness the Lord Protector from Captain Unton Crooke,']","['signifying the totall defeat of the Cavaliers in the west, under the command of Sir Joseph Wagstaffe. Published by his highness special commandment.']",1655,"25989-a letter to his highness lord protector from captain unton crooke signifying totall defeat of cavaliers in west under command of sir joseph wagstaffe"
"362","R209290","['An Act enabling the lords commissioners for custody of the Great-Seal, to issue commissions of delegates in cases of pretended marriages·']","NA",1651,NA
"363","R209302","['An Act for setting apart a day of publique fasting and humiliation to be observed on Thursday the thirteenth day of March, 1650. within the cities of London and Westminster; and on the second day of April, 1651. in all other places within this Commonwealth.']","['Together with a declaration of the grounds and reasons thereof. Die Veneris, 7 Martii, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"364","R209320","['An Act impowering the militia of the city of London to raise horse·']","NA",1651,NA
"365","R208347","['An act for the more certain and constant supply of the soldiery with pay; and the preventing of any further oppression or damage to the people by free-quarter or billet. Die Sabbathi, 12 Maii, 1649. Ordered by the Commons assembled in Parliament, that this act be forthwith printed and published. Hen: Scobell, cleric. Parliament.']","['Thursday the 24th of Novemb. 1659. At the Committee of Safety at VVhite-Hall. This committee being acquainted with the great necessities of the armies of this Commonwealth for want of pay, and being desirous, as much as in them lies to prevent the mischiefs and inconveniencies which may fall upon the people of this Commonwealth by free-quarter, wherein great care was taken by the Parliament in the year 1649. upon the like extreme emergencies as are at this present, ... The Committee have thought fit to order that the said act of Parliament be reprinted and published, ... William Robinson clerk of the Committee of Safety.']",1659,NA
"366","R211811","['By the Protector. A proclamation commanding all persons who have been in arms, or assisted in the wars against the state,']","['to depart out of the cities of London and Westminster and late lines of communication, on or before the twelfth day of September instant.']",1656,"129-proclamations"
"367","R211701","['An Act for continuing the priviledges and jurisdictions of the county of Lancaster.']","NA",1653,NA
"368","R505043","['The Holy Bible']","['containing the Old Testament and the New newly translated out of the originall tongues and with the former translations diligently compared and revised by his Majesties speciall command. Appointed to be read in churches.']",1658,NA
"369","R10133","['An Act for stating and determining the accompts of such officers and soldiers as are or have been imployed in the service of this Commonwealth in Ireland.']","['Wednesday, 25th August, 1652. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"370","R225615","['An order and declaration of His Highness and the Council, for an assessment of sixty thousand pounds per mensem, from the four and twentieth of June, 1655.']","['Wednesday 30. of May, 1655. Ordered by His Highness the Lord Protector and the Council, that this order and declaration be forthwith printed and published. Henry Scobell Clerk of the Council.']",1655,"71898-orders in council 1656-05-30"
"371","R29993","['An act for the taking away the Court of Wards and Liveries.']","['At the Parliament begun at Westminster the 17th day of September, anno Domini, 1656.']",1657,NA
