"","estc_ids","title_1","title_2","pub_year","work_id"
"332","R12315","['Plain Scripture proof of infants church-membership and baptism:']","['being the arguments prepared for (and partly managed in) the publike dispute with Mr. Tombes at Bewdley on the first day of January, 1649. With a full reply to what he then answered, and what is contained in his sermon since preached, in his printed books, his M.S. on I Cor. 7.14. which I saw, against Mr. Marshal, against these arguments. With a reply to his valedictory oration at Bewdley; and a corrective for his Antidote. By Richard Baxter a minister of Christ for his church at Kederminster. Constrained unavoidably hereto by Mr. Tombes his importunity; by frequent letters, messengers, in his pulpit, and at last in print, ... Hereto is added an appendix, against the doctrine in the other extream, contained in a tractate of Mr. Th. Bedfords, ... and with an epistle of Mr. Cranfords, and a tractate of Dr. Wards (on which also some animadversions are added.)']",1651,"14688-plain scripture proof of infants church membership and baptism being arguments prepared for and partly managed in publike dispute with mr"
"333","R10395","['Astrologia restaurata; or, Astrologie restored:']","['being an introduction to the general and chief part of the language of the stars. In four books. The first, proving the legality of astrologie, ... The second, by a plain method teaching the names and characters of the planets and signs, as also the reasons thereof: ... The third, Fully comprehending instructions and rules for electing any manner of work; ... The fourth, by a most easie introduction teacheth, by revolutions of the years of the world, eclipses, great conjunctions, ... wherein is the infinite wisdom of God seen manifestly in the government of the world by the influence and constant harmony of the celestial planets and stars; ... With a table of the most material things therein contained. By VVilliam Ramesey, gent. student in astrologie, physick, and the most heavenly and sublime sciences. Published by authority.']",1654,"14942-astrologia restaurata or astrologie restored being introdvction to general and chief part of language of stars"
"334","R209635","['A Christian, sober &amp; plain exercitation on the two grand practicall controversies of these times; infant baptism and singing of psalms.']","['Wherein all the scriptures on both sides are recited, opened and argued, with brevity and tenderness: and whatever hath been largely discussed by others, briefly contracted in a special method for the edification of the saints. By Cuthbert Sidenham, teacher to a church of Christ in Newcastle upon Tine.']",1653,"19502-a christian sober and plain exercitation on two grand practicall controversies of these times infant baptism and singing of psalms wherein all scriptures on both sides are recited opened and argued with brevity and tenderness and whatever hath been largely discussed by others briefly contracted in special method for edification of saints"
"335","R182349","['Astrologia restaurata; or, Astrologie restored:']","['being an introdvction to the general and chief part of the language of the stars. In four books. The first, proving the legality of astrologie, ... The second, by a plain method teaching the names and characters of the planets and signs, as also the reasons thereof: ... The third, fully comprehending instructions and rules for electing any manner of work; ... The fourth, by a most easie introduction teacheth, by revolutions of the years of the world, eclipses, great conjunctions, comets and blazing-stars, ... With a table of the most material things therein contained. By VVilliam Ramesey, gent. Student in astrologie, physick, and the most heavenly and sublime sciences. Published by authority.']",1655,"14942-astrologia restaurata or astrologie restored being introdvction to general and chief part of language of stars"
"336","R34572","['Treatises and meditations dedicated to the saints, and to the excellent throughout the three nations.']","['By F. Rous Esq; Aug. in Psal. 33. 34. Ver. 3. Veritas habet amatores suos. Sed quid dicit Amator Ipsius? Magnificate Dominum mecum. Nolo solus magnificare Dominum, nolo solus amare, nolo solus amplecti.']",1657,"52462-treatises and meditations dedicated to saints and to excellent throughout three nations by f rous "
"337","R170279","['White. 1660. A new almanack and prognostication for . . . 1660']","NA",1660,"105682-white 1660 new almanack and prognostication for 1660 "
"338","R172212","['Pool. 1657.']","['An almanack and prognostication or The country-mans counsellor for health and husbandry, for the year of our Lord. 1657. Fitted (in plain English terms) for the apprehension of the weak, yet serviceable for the finest wits, and best capacities. By John Pool gent. student in theo-philosophy and physick.']",1657,"83151-pool 1657 almanack and prognostication or country-mans counsellor for health and husbandry for year of our lord"
"339","R208171","['Divine arithmetick, or The right art of numbring our dayes.']","['Being a sermon preached June 17. 1659. at the funerals of Mr. Samuel Jacomb, B.D. Minister of the Gospel at S. Mary Woolnoth in Lumbardstreet, London, and lately fellow of Queens Colledge in Cambridge. By Simon Patrick, B.D. Minister of the Gospel at Batersea in Surrey.']",1660,"24617-divine arithmetick or right art of numbring our dayes being sermon preached june 17"
"340","R9220","['The art of logick; or The entire body of logick in English.']","['Unfolding to the meanest capacity the way to dispute well, and to refute all fallacies whatsoever. By Zachary Coke of Grays-Inn, Gent.']",1653,"12002-art of logick or entire body of logick in english unfolding to meanest capacity way to dispute well and to refute all fallacies whatsoever"
"341","R229941","['White, 1657.']","['A new almanack and prognostication for the year of our Lord God, 1657. Being the first from bissextile, or leap year. Wherein is shewed the natural inclination of the air, and judgement of the weather, according to the aspects of the planets, and positions of the stars. With other rules, tables, and directions, convenient in such a work to be noted. By William White. Calculated for the meridian of Todington in Bedford shire, where the pole is elevated 52 degrees and 8 minutes.']",1657,"105679-white 1657 new almanack and prognostication for year of our lord god 1657"
"342","R39869","['Directions to justices of peace, especially in corporations, for the discharge of their duty to God: written at the request of a magistrate, and published for the use of others that need it: by Richard Baxter: impelled by the love of God and men, to become their submissive monitor.']","NA",1657,"117453-directions to justices of peace especially in corporations for discharge of their duty to god written at request of magistrate and published for use of others that need it by richard baxter impelled by love of god and men to become their submissive monitor "
"343","R209119","['Making light of Christ and salvation']","['too oft the issue of Gospel invitations. Manifested in a sermon preached at Laurence Jury in London. By Rich. Baxter, teacher of the Church of Christ at Kederminster in Worcestershire.']",1656,"23134-making light of christ and salvation too oft issue of gospel invitations"
"344","R207794","['A short discourse concerning the work of God in this nation,']","['and the duty of all good people, both governors and governed, in this their day.']",1659,NA
"345","R13471","['One sheet for the ministry, against the malignants of all sorts. By Richard Baxter.']","NA",1657,"23135-one sheet for ministry against malignants of all sorts by richard baxter "
"346","R42442","['The vanity of the lives and passions of men. Written by D. Papillon, Gent.']","NA",1651,"35761-vanity of lives and passions of men"
"347","R13446","['Five disputations of church-government, and worship· I. Whether it be necessary or profitable to the right order or peace of the churches of England, that we restore the extruded episcopy? Neg. II. Assert. Those who nullifie our present ministry and churches, which have not the prelatical ordination, and teach the people to do the like, do incur the guilt of grievous sin. III. An episcopacy desirable for the reformation, preservation and peace of the churches. IV. Whether a stinted liturgie or form of worship be a desirable means for the peace of these churches? V. Whether humane ceremonies be necessary or profitable to the church? By Richard Baxter.']","NA",1659,"47733-five disputations of church-government and worship· i whether it be necessary or profitable to right order or peace of churches of england that we restore extruded episcopy neg ii assert those who nullifie our present ministry and churches which have not prelatical ordination and teach people to do like do incur guilt of grievous sin iii episcopacy desirable for reformation preservation and peace of churches iv whether stinted liturgie or form of worship be desirable means for peace of these churches v whether humane ceremonies be necessary or profitable to church by richard baxter "
"348","R37927","['A Christian vindication of truth against errour,']","['concerning these seven controversies: 1. Of sinners prayers. 2. Of priests marriage. 3. Of purgatory. 4. Of the second commandment; and images. 5. Of praying to saints and angels. 6. Of justification by faith. 7. Of Christ new testament or covenant. By Edw. Hide D.D. sometimes Fellow of T.C. in Cambridge, and late rector (resident) of Brightwell in Berks.']",1659,"131738-a christian vindication of truth against errour concerning these seven controversies 1"
"349","R2683","['Gildas salvianus; = The reformed pastor.']","['Shewing the nature of the pastoral work; especially in private instruction and catechizing. With an open confession of our too open sins. Prepared for a day of humiliation kept at Worcester, Decemb. 4. 1655. by the ministers of that county, who subscribed the agreement for catechizing and personal instruction, at their entrance upon that work. By their unworthy fellow-servant Richard Baxter. Teacher of the church at Kederminster.']",1656,"14687-gildas salvianus"
"350","R208200","['A true and perfect narrative of the several proceedings in the case concerning the Lord Craven,']","['before the Commissioners for Sequestrations and Compositions sitting at Haberdashers-Hall, the Council of State, the Parliament: and upon the indictment of perjury, preferred and found against Major Richard Faulconer, the single and material witness against the Lord Craven, concerning the petition to the King of Scots, vvhich as the said Faulconer pretended, was promoted at Breda by the Lord Craven, and wherein, as the said Faulconer deposed, the Parliament of England was stiled by the name of barbarous and inhumane rebels. Shortly after which oath the Lord Cravens estate was voted by Parliament to be confiscate.']",1653,NA
"351","R12789","['The accomplisht cook, or The art and mystery of cookery.']","['Wherein the whole art is revealed in a more easie and perfect method, then hath been publisht in any language. Expert and ready wayes for the dressing of all sorts of flesh, fowl, and fish; the raising of pastes; the best directions for all manner of kickshaws, and the most poinant sauces; with the tearms of carving and sewing. An exact account of all dishes for the season; with other a la mode curiosities. Together with the lively illustrations of such necessary figures as are referred to practice. Approved by the fifty years experience and industry of Robert May, in his attendance on several persons of honour.']",1660,"6038-accomplisht cook or art and mystery of cookery wherein whole art is revealed in more easie and perfect method then hath been publisht in any language"
"352","R209398","['A sermon of repentance·']","['Preached before the Honourable House of Commons, assembled in Parliament at Westminster, at their late solemn fast for the setling of these nations, April 30. 1660.']",1660,"23123-a sermon of repentance· preached before honourable house of commons assembled in parliament at westminster at their solemn fast for setling of these nations april 30"
"353","R29139","['Pseudodoxia epidemica: or, Enquiries into very many received tenents, and commonly presumed truths.']","['By Thomas Brown Dr of physick. The third edition, corrected and enlarged by the author. Together with some marginall observations, and a table alphabeticall at the end.']",1658,"3615-pseudodoxia epidemica or enquiries into very many received tenents and commonly presumed truths together with religio medici"
"354","R17759","['Treatises and meditations dedicated to the saints, and to the excellent throughout the three nations. By F. Rous Esq;']","NA",1657,"52462-treatises and meditations dedicated to saints and to excellent throughout three nations by f rous "
"355","R478490","['Pool. 1655. An almanack and prognostication: or the country-mans counsellor for health and husbandry, for the year of our Lord. 1655.']","['Fitted (in plain English terms) for the apprehension of the weak, yet serviceable for the finest wits, and best capacities. By John Pool, gent. student in theo-philosophy and physick.']",1656,"83150-pool 1655 almanack and prognostication or country-mans counsellor for health and husbandry for year of our lord 1655 fitted in plain english terms for apprehension of weak yet serviceable for finest wits and best capacities"
"356","R209704","['The hearts ease, or A remedy against all troubles.']","['TO which is added a consolatory discourse against the loss of our friends and those that are dear unto us. By Symon Patrick B.D. minister of Gods word at Batersea in Surrey.']",1659,"52236-hearts ease or remedy against all troubles to which is added consolatory discourse against loss of our friends and those that are dear unto us"
"357","R210086","['Defensio fidei; seu responsio succincta ad argumenta,']","['quibus impugnari solet confessio anglicana, unà cum nova articulorum versione. Operâ &amp; studio Johannis Elis in celeberrima academia Oxoniensi S.S. theologiæ doctoris, &amp; ecclesiæ dôlgelleyensis, in comitatu Merviniæ rectoris.']",1660,"44958-defensio fidei seu responsio succincta ad argumenta quibus impugnari solet confessio anglicana una cum nova articulorum versione"
"358","R229940","['White, 1656.']","['A new almanack and prognostication for the year of our Lord God, 1656. Being bissextile, or leap-yeer. Wherein is shewed the natural inclination of the air, and judement of the weather, according to the aspects of the planets, and positions of the stars. With other rules, tables, and directions, convenient in such a work to be noted. By William White. Calculated for the meridian of Todington in Bedford shire, where the pole is elevated 52 degrees and 8 minutes.']",1656,"105678-white 1656 new almanack and prognostication for year of our lord god 1656"
"359","R208453","['Making light of Christ and salvation']","['too oft the issue of Gospel invitations. Manifested in a sermon preached at Laurence Jury in London. By Rich. Baxter, teacher of the Church of Christ at Kederminster in Worcestershire.']",1655,"23134-making light of christ and salvation too oft issue of gospel invitations"
"360","R19496","['The faithful councellor: or The marrow of the law in English.']","['In two parts. The first, methodically and plainly shewing, how any action may be warrantably laid in the common law, for relief in most causes of wrongs done; in which is handled many of the special and most useful heads of the law now in practice. The second, by way of appendix, in what cases, and for what injuries relief is to be had in the High Court of Chancery; wherein is set forth very much of the learning touching the jurisdiction and method of proceedings in that court. With an exact alphabetical table of the most material things contained in each chapter. By William Sheppard, Esquire. Published by authority.']",1654,"21736-faithful councellor or marrow of law in english in two parts"
"361","R210125","['Aqua genitalis:']","['a discourse concerning baptism. First delivered in a sermon at Alhallows Lumbardstreet, Octob. 4. 1658. and now a little inlarged. Into which is since inserted, a brief discourse to perswade to a confirmation of the baptismal-vovv. By Symon Patrick, B.D. minister of the Gospel at Battersea.']",1659,"24616-aqua genitalis discourse concerning baptism"
"362","R211191","['To the Parliament of the Common-wealth of England, &amp;c. The humble petition and representation of divers well-affected of the county of South-hampton.']","NA",1659,NA
"363","R207890","['Via ad pacem ecclesiasticam.']","['Monstratore, B. Paulo, 3tii capitis ad Philippenses vv. 15to &amp; 16to. Et quotquot perfecti sumus, hoc sapiamus. Siquid autem aliʿas sapiatis, &amp; hoc vobis Deus revelabit. Veruntamen ad quod pervenimus, eodem incedamus canone, idem sapere. Accesit, de hereticis sive scandalis, in ecclesiâ tolerandis, Grotii judicium, cum annotatis. ixno. Cal. vileis. m. ix. lx. Chartulam hanc verʿe pacificatoriam, ʿa capite ad calcem cognovi; et subjectam ecclesiæ judicio, ego dignam censeo, quæ typis vulgetur, exprimatur usibus. Br. Sarum.']",1660,"90255-via ad pacem ecclesiasticam monstratore b"
"364","R229943","['White, 1658.']","['A new almanack and prognostication for the year of our Lord God, 1658. Being the second after bissextile, or leap year. Wherein is shewed the natural inclination of the air, and judgement of the weather, according to the aspects of the planets, and positions o the stars. With other rules, tables, and directions, convenient in such a work to be noted. By William White. Calculated for the meridian of Todington in Bedford-shire, where the pole is elevated 52 degrees and 8 minutes.']",1658,"105680-white 1658 new almanack and prognostication for year of our lord god 1658"
"365","R18061","['The beauty of magistracy,']","['in an exposition of the 82 Psalm, where is set forth the necessity, vtility, dignity, duty, and mortality of magistrates. Here many other texts of Scripture occasionally are cleared, many quæries and cases of conscience about the magistrates power, are resolved; many anabaptistical cavils are confuted; and many seasonable observations containing many other heads of divinity, are raised. Together with references to such authors as clear any point more fully. By Thomas Hall, B.D. and Pastor of Kingsnorton. With an additional sermon on verse 6. by George Swinnock, M.A. and pastor of Rickmersworth.']",1660,"126612-beauty of magistracy in exposition of 82 psalm where is set forth necessity vtility dignity duty and mortality of magistrates"
"366","R220176","['A declaration by the Major General and Council of Officers, concerning their late actings here,']","['and for the tryal of such officers and soldiers as find themselves aggrieved for being laid aside.']",1660,"1000-miscellaneous documents"
"367","R39868","['Certain disputations of right to sacraments, and the true nature of visible Christianity;']","['defending them against several sorts of opponents, especially against the second assault of that pious, reverend and dear brother Mr. Thomas Blake. By Richard Baxter, teacher of the church in Kederminster.']",1658,"23128-certain disputations of right to sacraments and true nature of visible christianity defending them against several sorts of opponents especially against second assault of that pious reverend and dear brother thomas blake"
"368","R202939","['Several works of Mr. Iohn Murcot, that eminent and godly preacher of the Word, lately of a Church of Christ at Dublin in Ireland.']","['Containing, I. Circumspect walking, on Eph. 5.15,16. II. The parable of the ten virgins, on Mat. 25. from ver. 1. to ver. 14. III. The sun of righteousness hath healing in his wings for sinners, on Mal. 4.2. IV. Christs willingness to receive humble sinners, on John 6.37. Together with his life and death. Published by Mr. Winter, Mr. Chambers, Mr. Eaton, Mr. Carryl, and Mr. Manton. With alphabetical tables, and a table of the Scriptures explained throughout the whole.']",1657,"27877-several works of mr iohn murcot that eminent and godly preacher of word lately of church of christ at dublin in ireland containing i"
"369","R30580","['Annus ab incarnatione Domini Hewit 1654']","['an almanack for the year of our Lord, 1654 ... calculated for the meridian of the city of Coventry / by Thomas Hewit.']",1654,"83260-annus ab incarnatione domini hewit 1654 almanack for year of our lord 1654 "
"370","R203320","['Reasons against the bill entituled An act for county registers, wills and administrations, and for preventing inconvenience, delay, charges and irregularity in chancery and common law, as well in common pleas as criminal and capital causes, and for setling county-judicatures, guardians of orphans, courts of appeal, county-treasurers, and work-houses:']","['with tables of fees, and short forms of declarations.']",1653,NA
"371","R202604","['De memoriâ sapientum periturâ']","['concio Latine habita ad theologos Londinenses in solenni &amp; anniversario eorum conventu, Apr. 26. 1659. Authore Guil. Jenkyn, Ecclesiæ Christi apud Londinenses ministro.']",1659,"114091-de memoriâ sapientum periturâ concio latine habita ad theologos londinenses in solenni and anniversario eorum conventu apr"
"372","R22085","['The faithful councellor: or The marrow of the lavv in English.']","['In two parts. The first, methodically and plainly shewing, how any action may be warrantably laid in the common law, for relief in most causes of wrongs done; in which is handled many of the special and most usefull heads of the law now in practice. The second, by way of appendix, in what cases, and for what injuries relief is to be had in the High Court of Chancery; wherein is set forth very much of the learning touching the jurisdiction and method of proceedings in that court. With an exact alphabetical table of the most material things contained in each chapter. A subject very usefull for all degrees of men, but most delightfull to those that are studious therein. By William Sheppard, Esquire.']",1653,"21736-faithful councellor or marrow of law in english in two parts"
"373","R223907","['The marrow of ecclesiastical history,']","['consisting of two parts· The first contains the lives of the fathers, schoolmen, first reformers, and modern divines, famous in their generations for piety, learning, and painfulness in their places. The second contains the lives of the most eminent Christian emperors, kings, and soveraign princes: as also of other holy persons which have lived since the primitive times to our present age. By Samuel Clark pastor of Bennet Fink, London.']",1654,"4141-marrow of ecclestastical history"
"374","R211044","['The vanity of the lives and passions of men. Written by D. Papillon, Gent.']","NA",1651,"35761-vanity of lives and passions of men"
"375","R208207","['A reply to a certain pamphlet written by an vnknowing and vnknown author,']","['vvho takes upon him to answer the true and perfect narrative of the several proceedings concerning the Lord Craven. Published to undeceive those whom that nameless person hath so grosly abused with his falsities, misrecitals, short recitals, and inventions (almost) in every page of his pamphlet.']",1653,NA
"376","R19360","['A key for Catholicks,']","['to open the jugling of the Jesuits, and satisfie all that are but truly willing to understand, whether the cause of the Roman or reformed churches be of God; and to leave the reader utterly unexcusable that after this will be a papist. The first part. Containing some arguments by which the meanest may see the vanity of popery; and 40. detections of their fraud; with directions, and materials sufficient for the confutation of their voluminous deceits: particularly refelling Boverius, Richlieu, H.Ts. manual, some manuscripts, &amp;c. With some proposals for a (hopeless) peace. The second part sheweth (especially against the French, and Grotians) that the Catholick Church is not united in any meerly humane head, either Pope or council. By Richard Baxter a catholick Christian, and pastor of a church of such at Kederminster.']",1659,"47720-a key for catholicks to open jugling of jesuits and satisfie all that are but truly willing to understand whether cause of roman or reformed churches be of god and to leave reader utterly unexcusable that after this will be papist"
"377","R229618","['The first part of the marrow of ecclesiastical history,']","['contained in the lives of one hundred forty eight fathers, schoolmen, first reformers, and modern divines which have flourished in the Church since Christs time to this present age: faithfully collected, and orderl disposed according to the centuries wherein they lived: together with the lively effigies of most of the eminentest of them cut in copper. The second edition enlarged in most of the lives, with the addition of nine lives which were not in the former. By Samuel Clark pastor of Bennet Fink, London.']",1654,"4141-marrow of ecclestastical history"
"378","R24162","['Ton̄ sesos̄menon̄ ymnos or The song of the delivered.']","['Set forth in a sermon preached in the Colledge of Bristoll the 24. of October, being the day set apart for publick thanksgiving unto God, for the memorable victory obtained over the Scottish Army at Worcester. By Thomas Speed.']",1651,"62995-ton̄ sesosmenon̄ ymnos or song of delivered set forth in sermon preached in colledge of bristoll 24"
"379","R206680","['Certain particulars,']","['further tending to satisfie the tender consciences of such as are required to take the engagement· Written by a godly and learned divine.']",1651,"198901-certain particulars further tending to satisfie tender consciences of such as are required to take engagement·"
"380","R233074","['The souls looking-glass;']","['wherein a man may discern what estate his soul stands in towards God, and what evidences he hath for heaven, or, a spiritual touchstone, whereby true grace may be discovered from counterfeit: very necessary, especially in these erring times, wherein so much counterfeit grace goes for currant. By Edward Bury minister of Gods word at great Bolas in Shropshire.']",1660,"61540-souls looking-glass wherein man may discern what estate his soul stands in towards god and what evidences he hath for heaven or spiritual touchstone whereby true grace may be discovered from counterfeit very necessary especially in these erring times wherein so much counterfeit grace goes for currant"
"381","R170470","['A treatise of conversion.']","['Preached, and now published for the use of those that are strangers to a true conversion, especially the grosly ignorant and ungodly. By Richard Baxter, teacher of the Church of Christ at Kederminster.']",1657,"9870-a treatise of conversion preached and now published for use of those that are strangers to true conversion especially grosly ignorant and ungodly"
"382","R202312","['The font guarded with XX arguments.']","['Containing a compendium of that great controversie of infant-baptism, proving the lawfulness thereof; as being grounded on the Word of God, agreeable to the practice of all reformed churches; together with the concurrent consent of a whole jury of judicious and pious divines. Occasioned partly by a dispute at Bely in Worcestershire, Aug. 13. 1651. against Joseph Paget, dyer. Walter Rose, and John Rose. Butchers of Bromesgrove. John Evans a scribe, yet antiscripturist. Francis Loxly, sho-maker. Here you have the question fully stated, ... With a word to one Collier, and another to Mr. Tombs in the end of the book.']",1652,"126614-font guarded with xx arguments containing compendium of that great controversie of infant-baptism proving lawfulness thereof as being grounded on word of god agreeable to practice of all reformed churches together with concurrent consent of whole jury of judicious and pious divines"
"383","R33166","['Sanders 1654. Apollo Anglicanus:']","['the English Apollo: astrologically predicting the general and most observable affairs of this present year 1654. from eclipses, conjunctions, configurations of the superiours; and the comet in Decemb. 1652. Being the second after bissextile or leap-year. With rational grounded predictions of the state and mutation of the weather: and other useful necessary tables. Composed and calculated for the benefit of his country, by Richard Sanders. Student in the divine and celestial sciences.']",1654,"40-apollo anglicanus english apollo"
"384","R24842","['Five disputations of church-government, and worship. I. Whether it be necessary or profitable to the right order or peace of the churches of England, that we restore the extruded episcopacy? Neg. II. Assert. Those who nullifie our present ministry and churches, which have not the prelatical ordination, and teach the people to do the like, do incur the guilt of grievous sin. III. An episcopacy desirable for the reformation, preservation and peace of the churches. IV. Whether a stinted liturgie or form of worship be a desireable means for the peace of these churches? V. Whether humane ceremonies be necessary or profitable to the Church? By Richard Baxter.']","NA",1659,"47733-five disputations of church-government and worship· i whether it be necessary or profitable to right order or peace of churches of england that we restore extruded episcopy neg ii assert those who nullifie our present ministry and churches which have not prelatical ordination and teach people to do like do incur guilt of grievous sin iii episcopacy desirable for reformation preservation and peace of churches iv whether stinted liturgie or form of worship be desirable means for peace of these churches v whether humane ceremonies be necessary or profitable to church by richard baxter "
"385","R15906","['The humble petition of many thousands, gentlemen, free-holders, and others, of the county of Worcester, to the Parliament of the Common-wealth of England.']","['In behalf of the able, faithful, godly ministry of this nation. Delivered by Colonel John Bridges, and Mr. Thomas Foly, December 22. 1652. VVith the Parliaments answer thereunto.']",1652,"117474-humble petition of many thousands gentlemen free-holders and others of county of worcester to parliament of common-wealth of england in behalf of able faithful godly ministry of this nation"
"386","R22721","['Gildas salvianus;']","['the reformed pastor· Shewing the nature of the pastoral work; especially in private instruction and catechizing. With an open confession of our too open sins. Prepared for a day of humiliation kept at Worcester, Decemb. 4. 1655. by the ministers of that county, who subscribed the agreement for catechizing and personal instruction, at their entrance upon that work. By their unworthy fellow-servant Richard Baxter. Teacher of the church at Kederminster.']",1657,"14687-gildas salvianus"
"387","R23767","['The retired mans meditations, or The mysterie and power of godlines']","['shining forth in the living word, to the unmasking the mysterie of iniquity in the most refined and purest forms. And withall presenting to view, I. The riches and fulness of Christs person as mediator. II. The natural and spiritual man, in their proper distinction. III. The reign and kingdom of Christ, in the nature, limits, and extent thereof, as well in his saints as over his enemies. In which old light is restored, and new light justified, being the witness which is given to this age, by Henr Vane, Knight.']",1655,"23911-retired mans meditations or mysterie and power of godliness shining forth in living word to unmasking mysterie of iniquity in most refined and purest forms"
"388","R203168","['Jewish hypocrisie, a caveat to the present generation.']","['Wherein is shewn both the false and the true way to a nations or persons compleat happiness, from the sickness and recovery of the Jewish state. Unto which is added a discourse upon Micah 6.8. belonging to the same matter. By Symon Patrick B.D. minister of the word of God at Batersea in Surrey.']",1660,"24619-jewish hypocrisie caveat to present generation wherein is shewn both false and true way to nations or persons compleat happiness from sickness and recovery of jewish state"
"389","R13757","['The vain religion of the formal hypocrite, and the mischief of an unbridled tongue (as against religion, rulers, or dissenters)']","['described, in several sermons, preached at the Abby in Westminster, before many Members of the Honourable House of Commons. 1660. And the fools prosperity, the occasion of his destruction: a sermon preached at Coven-Garden sic. Both published to heal the effects of some hearers misunderstandings and misreports. By Richard Baxter.']",1660,"47752-vain religion of formal hypocrite and mischief of unbridled tongue as against religion rulers or dissenters described in several sermons preached at abby in westminster before many members of honourable house of commons"
"390","R201906","['Some Gospel-treasures opened: or, The holiest of all unvailing:']","['discovering yet more the riches of grace and glory, to the vessels of mercy: unto whom onely it is given to know the mysteries of that kingdom, and the excellency of spirit power truth above letter. Forms. Shadows. In several sermons preached at Kensington &amp; elswhere, by John Everard D.D. deceased. Whereunto is added, the mystical divinity of Dionysius the Areopagite, spoken of Acts 17.34. with collections out of other divine authors, translated by Dr. Everard, never before printed in English.']",1653,"5176-gospel treasury opened"
"391","R11937","['A commentary or exposition upon these following books of holy Scripture;']","['Proverbs of Solomon, Ecclesiastes, the Song of Songs, Isaiah, Jeremiah, Lamentations, Ezekiel &amp; Daniel. Being a third volume of annotations upon the whole Bible. By John Trapp M.A. once of Christ-Church in Oxford, now pastour of Weston upon Avon in Gloucester-shire.']",1660,"104064-a commentary or exposition upon these following books of holy scripture proverbs of solomon ecclesiastes song of songs isaiah jeremiah lamentations ezekiel and daniel"
"392","R229369","['The hearts ease, or A remedy against all troubles.']","['To which is added a consolatory discourse against the loss of our friends, and those that are dear unto us. By Symon Patrick B.D. minister of Gods word at Batersea in Surrey.']",1660,"52236-hearts ease or remedy against all troubles to which is added consolatory discourse against loss of our friends and those that are dear unto us"
"393","R203880","['The retired mans meditations, or The mysterie and power of godlines shining forth in the living Word, to the unmasking the mysterie of iniquity in the most refined and purest forms.']","['And withall presenting to view, I. The riches and fulness of Christs person as mediator. II. The natural and spiritual man, in their proper distinction. III. The reign and kingdom of Christ, in the nature, limits, and extent thereof, as well in his saints as over his enemies. In which old light is restored, and new light justified, being the witness which is given to this age, by Henr Vane, Knight.']",1655,"23911-retired mans meditations or mysterie and power of godliness shining forth in living word to unmasking mysterie of iniquity in most refined and purest forms"
"394","R10039","['Physiognomie, and chiromancie, metoposcopie, the symmetrical proportions and signal moles of the body,']","['fully and accurately handled; with their natural-predictive-significations. The subject of dreams; divinative, steganographical, and Lullian sciences. Whereunto is added the art of memorie. By Richard Sanders, student in the divine and celestial sciences.']",1653,"56571-physiognomie and chiromancie metoposcopie symmetrical proportions and signal moles of body fully and accurately handled with their natural-predictive-significations"
"395","R37185","['English-law: or, A summary survey of the houshold of God on earth;']","['and that both before and under the law; and that both of Moses and the Lord Jesus. Historically opening the purity and apostacy of believers in the successions of ages, to this present. Together with an essay of Christian government under the regiment of our Lord and King, the one immortal, invisible, infinite, eternal, universal prince, the Prince of Peace, Emmanuel.']",1651,"27543-english-law or summary survey of houshold of god on earth and that both before and under law and that both of moses and lord jesus"
"396","R29304","['The works of Thomas Collier. Preacher in the west of England.']","['Viz. I. The exaltation of Christ in the days of the gospel, as the alone high priest, prophet and king of saints. II. The marrow of Christianity, or a spiritual discovery of some principal truths; together wit a description of antichrist, both in the mystery, and in the history. III. Mysteries unveiled, or the glory of Christ, and the ruin of antichrist; held forth dialogue-wise; discoursing of the seven seals, trumpets, and vials. IV. Three general epistles written to the universal church of the first born; containing several discourses of the principal heads of divinity which are of the highest concernment. V. A discovery of the new creation. VI. The corruption of the ministry of the Church of England discovered.']",1652,NA
"397","R231090","['To his most Excellent Majesty Charles the Second By the grace of God, of England, Scotland, and Ireland, King, Defender of the Faith.']","NA",1660,NA
"398","R9217","['Divine astrologie. Or, A Scripture prognostication of the sad events which ordinarily arise from the good mans fall by death.']","['Being the substance of a sermon preached in Stephens Walbrook, Ian. 19. 1657. At the funerals of the Honourable Colonel William Vnderwood, one of the aldermen of the city of London. By George Cokayn, an unworthy Teacher of the Gospel at Pancras Soper-Lane, London.']",1658,"104772-divine astrologie or scripture prognostication of sad events which ordinarily arise from good mans fall by death being substance of sermon preached in stephens walbrook ian"
"399","R37510","['Jus divinum regiminis ecclesiastici: or, The divine right of church-government, asserted and evidenced by the holy Scriptures:']","['according to the light whereof (besides many particulars mentioned after the preface) 1. The nature of a divine right is delineated. 2. The church-government which is of divine right is described. 3. This description in the several branches of it is explicated and confirmed. 4. The divine right of ecclesiastical censures, officers, and ruling assemblies is manifested. In all which it is apparent, that the presbyterial government, by preaching and ruling presbyters, in congregational, classical and synodal assemblies, may lay the truest claim to a divine right, according to the Scriptures. The third edition corrected and augmented in many places: with a brief reply to certain queries against the ministry of England; and an alphabetical table to the whole annexed. By sundry ministers of Christ within the city of London.']",1654,NA
"400","R30581","['Annus ab incarnatione Domini 1655']","['an almanack for the year of our Lord, 1655... calculated for the meridian of the city of Coventry / by Thomas Hewit.']",1655,"83259-annus ab incarnatione domini 1655 almanack for year of our lord 1655"
