"","estc_ids","title_1","title_2","pub_year","work_id"
"476","R29500","['Actions for slaunder, or, A methodicall collection under certain grounds and heads, of what words are actionable in the law, and what not?']","['A treatise of very great use and consequence to all men, especially in these times, wherein actions for slaunder are more common, and do much more abound then in times past: and when the malice of men so much increases, well may their tongue want a directory. To which is added, awards or arbitrements, methodised under severall grounds and heads, collected out of our year-books and other private authentick authorities: wherein is principally shewed, what arbitrements are good in law, and what not. A learning of no lesse use and consequence to all men, then the former: for that submissions to arbitrements were never more in use then in these times. And this learning well observed, would avoid multitudes of suits and contentions which daily arise through the defects of arbitrements. By Jo. March of Grayes-Inne, barister.']",1647,"7222-actions for slander"
"477","R209166","['The summe of Christian religion,']","['breifly comprised under XIV. heads. Fitly and easily to be learned by children in the space of so many weeks, and explained by their teacher upon so many Lords-dayes within that time. Composed for the private use of a countrey parish, schole, and family.']",1649,NA
"478","R200578","['The Kings Majesties last gracious message for peace sent to the two Houses of Parliament examined, and several observations from the same concerning Ireland:']","['vvith a copy of the Lord Digbies letter, the Kings Majesties commission, and the articles of pcace sic.']",1646,NA
"479","R178337","['The young clerks guide: or, An exact collection of choice English presidents, according to the best forms now used,']","['for all sorts of indentures, letters of atturney, releases, conditions &amp;c. very usefull and necessary for all, but chiefly for those that intend to follow the atturneys practice. Compiled by Sir R.H. Counsellor: and revised by an able practioner.']",1650,"399-young clerks guide"
"480","R221352","['The young clerks guide: or, an exact collection of choice English presidents,']","['according to the best forms now used, for all sorts of indentures, letters of atturney, releases, conditions, &amp;c. Very useful and necessary for all, but chiefly for those that intend to follow the atturneys practice. Compiled by Sr R. H. counsellor: and revised by an able practicioner.']",1655,"399-young clerks guide"
"481","R200566","['A declaration of the Kings Majesties most gracious messages for peace:']","['sent to the two Houses of Parliament at Westminster. Charles R. Our pleasure and command is, that these messages, with their answers, be forthwith published in all churches and chappels within our dominions. Printed at Oxford by Leonard Lichfield printer to the Vniversity. 1645. With a full answer thereunto in the behalf of the Parliament.']",1646,"5246-miscellaneous documents 1645"
"482","R30046","['Actions for slander, the first and second part.']","['Being methodical collections, under certain grounds and heads, of what words are actionable in the law, and what not. A treatise of very great use and consequence to all men; especially in these times, wherein actions for slander are more common, and do much more abound than in times past: and when the malice of men so much increases, well may their tongues want a directory. To which is added, Awards, or arbitrements. Methodized under severall grounds and heads, collected out of our year-books, and other private authentick authorities, wherein is principally shewed, what arbitrements are good in law, and what not. A learning of no less use and consequence to all men, than the former; for that submissions to arbitrements were never more in use than in these times. And this learning wel observed, would avoid multitudes of suits and contentions which dayly arise through the defects of arbitrements. Whereunto is added an exact table. By Jo. March, of Grayes-Inne, barister.']",1655,"7222-actions for slander"
"483","R211058","['Severall votes and resolution of the Commons assembled in Parliament:']","['for the drawing the Army under the command of the Lord Fairfax into garisons, in order to the late demands made by his Excellency. H. Elsynge, Cler. Parl. D. Com. Together with the proposition sent to th King, for security to those of Scotland, who assisted the Parliament of England. Also letters were read in both Houses, from the commissioners in the Isle of Wight. With His Majesties finall answer to both Houses, concerning the proposition for Ireland, and the Marquess of Ormond. And the princes sentence upon Sir Robert Welsh, concerning the Lord Culpepper.']",1648,NA
"484","R200609","['A fuller relation of Sir Thomas Fairfaxs routing all the Kings armies in the vvest,']","['under Prince Charles, the Lord Hopton, the Lord Goring, and all the rest at Torrington: with the manner of the fight, and the number killd and taken on both sides. As also the blowing u of Torrington church: Hoptons horse shot under him; and the great dangers His Excellency escaped during the fight. With copies of letters to members of the House of Comons sic, and from Scoutmaster-Generals quarters. With a list of all the particulars since the coming of the former letter. Commanded to be printed, and are published according to order to prevent all false copies.']",1646,NA
"485","R200834","['A declaration published in the Scots army,']","['proclaimed by order from Generall Leven at Durham, May 13. 1646. With a declaration and orders from the Estates of Scotland, dated at Edenborough, May 8. concerning the King, and those that repaire to him. With the heads of other papers from Newcastle, concerning the manner of His Majesties entertainment there, and the posture of the said garrison, upon His Majesties comming thither. With two victories againt the enemy in Scotland. Two of Colkittoths brothers slaine. These papers are perused, and commanded to be printed.']",1646,"148570-a declaration published in scots army proclaimed by order from generall leven at durham may 13"
"486","R178334","['The young clerks guide: or, An exact collection of choice English presidents, according to the best forms now used.']","['For all sorts of indentures, letters of atturney, releases, conditions, &amp;c. Very usefull and necessary for all, but chiefly for those that intend to follow the atturneys practice. Compiled by Sr. R. H. councellor: and revised by an able practitioner.']",1650,"399-young clerks guide"
"487","R232210","['Actions for slander: or, A methodicall collection,']","['under certain grounds and heads; of what words are actionable in the law, and what not. A treatise of very great use and consequence to all men, especially in these times, wherein actions for slander are more common, ... T which is added, awards, or arbitrements. Methodized under several grounds and heads, collected ont sic of our year-books, ... wherein is principally shewed, what arbitrements are good in law, and what not. A learning of no less use and consequence to all men, than the former; for that submission to arbitrements were never more in use than in these times. And this learning wel observed, would avoid multitudes of suits and contentions which dayly arise through the defects of arbitrements. Whereunto is added an exact table. By Jo. March, of Grayes-Inne, barister·']",1655,"7222-actions for slander"
"488","R205249","['His Majesties declaration Novemb. 17. from the Isle of Wight.']","['With the proposals agreed on by his Excellency Thomas Lord Fairfax, and the Councell of the Army. Presented to both Houses of Parliament, concerning the clearing and securing the rights and liberties of this kingdom, in the setling of a just and lasting peace. By the appointment of his Excellency Tho. Lord Fairfax, and the Generall Councell of his Army. Signed John Rushworth.']",1648,"6-miscellaneous documents 1643"
"489","R200693","['A true relation by Colonell Morgan, in a letter of the totall routing of the Lord Ashley,']","['by him and Sir William Brereton at Stovv. With the names of all the prisoners by them taken. These being true copies and examined, are printed and published according to order of Parliament.']",1646,"20977-letter to honoble william lenthal speaker to honorable house of commons"
"490","R479315","['Mat. Corderii colloquiorum scholasticorum, libri IV.']","['Diligenter recogniti. Protrepticon, ad bene vivendi, rectéque loquendi studiosos.']",1652,"36-colloquia"
"491","R202906","['Illustrium poetarum flores, Per Octavianum Mirandulam olim collecti, &amp; in locos communes digesti. Nunc vero de novo longe quam ante unquam, meliores &amp; emendatiores editi: flosculis item multis tum veterum, tum neotericorum poetarum, passim adaucti.']","NA",1651,NA
"492","R174267","['Mat. Corderii colloquiorum scholasticorum, libri IV.']","['Diligenter recogniti. Protrepticon, ad bene vivendi, rectéque loquendi studiosos.']",1651,"36-colloquia"
"493","R179425","['A philologicall commentary']","NA",1653,"96635-a philologicall commentary "
"494","R181982","['A remonstrance of some decrees . . . of the commissioner of sewers . . . of Kent and Sussex']","NA",1650,"190450-a remonstrance of some decrees of commissioner of sewers of kent and sussex "
"495","R217400","['Madruddyn y difinyddiaeth diweddaraf: neu Llyfr saefoneg a elwir, = The marrow of modern divinity.']","['Oblegid y cyfammod oweithredoedd, ar cyfammond o râs, au hymarfer hwy ill dau, ar diweddion, dan yr hên Destament, ar Testament Newydd. Ym mha un, y dangofir yn eglur, pa cyn bellhed y mae dyn yn fefyll ar y gefraith o rhan ei cyfiawnhaad, ac ar hynny yn haeddu ei alw yn ddeddfwr. A pha cyn bellhed y mae aràll yn bychanur gy fraith o rhan sacnteiddiad, ac ar hynny yn haeddu ei alw yn ddeddf-wrthwynebwr. Ar llwybr canolig rhwng y ddau, yr hon â arwain y fywyd tragwyddol trwy Jesu Christ. Mewn cyd-ymddiddaniad rhwng. Evangelista. Gwenidog yr efengyl. Nomista. Deddfwr, neu wr yn dal o ochor y cyfraith. Antinomista. Deddf-wrthwynebwr, neu wr yn llwyr bychanur gyfraith. Neophitus. Christion iefange. O waith E.F. yn y saefneg. O cyfiethiad J.E. ir Gymraeg']",1651,"388-marrow of modern divinity"
"496","R181454","['Neptunes raging fury, or, The gallant sea-mens sufferings.']","['Being a relation of their perils and dangers, and of the extraordinary hazards they undergo in their noble adventures. together with their undaunted valour, and rare constancy, in all their extremities. And the manner of their rejoycing on shore at their return home. To the tune of, When the stormy windes doe blow. By J.P.']",1650,"129279-neptunes raging fury or gallant sea-mens sufferings being relation of their perils and dangers and of extraordinary hazards they undergo in their noble adventures"
"497","R179295","['Gods presence with the present government:']","['plainly, remonstrated to the light that is in all men, whereby a word in season is hinted, especially to those that were in open hostility, shewing just grounds for their subjection, as they will apparently avoid fighting against God, through their resisting his chosen instruments, ordained for the suppressing of poperie, or Antichrist, and for the preservation of all saints in their profession of reformation, the way to peace, and blessednesse. Written by William Kaye, Minister of the Gospel at Stokesley in Yorkshire, as being thereunto especially called, with Christians approbation. Unto which is added, a further discovery in answering the Fifth Monarchists, and anarchists arguments, wherein the dominion of saints is truly stated, for their satisfaction.']",1655,"151267-gods presence with present government plainly remonstrated to light that is in all men whereby word in season is hinted especially to those that were in open hostility shewing just grounds for their subjection as they will apparently avoid fighting against god through their resisting his chosen instruments ordained for suppressing of poperie or antichrist and for preservation of all saints in their profession of reformation way to peace and blessednesse"
"498","R15627","['Electa thargumico-rabbinica; sive Annotationes in Exodum.']","['Ex triplici Thargum, seu Chaldaicâ paraphrasi, nempe Onkeli, Jonathanis, &amp; Hierosolymitanâ; item ex commentariis rabbinorum, nempe Salominis Jarchi, Aben Ezræ, &amp; Abrabancelis; nec non ex libro radicum, seu Lexico R. Davidis Kimchi, &amp; ex aliorum vel Hebræorum, vel Hebraizantium scriptis excerptæ, unà cum animadversionibus subinde interspersis. Græcorum porrò interpretum versiones, &amp; vulgata Latina, passim expenduntur, earumque vel cum Hebræo textu convenientia, vel ab eo discrepantia ostenditur. Authore Christophoro Cartwrighto Eboracensi.']",1653,"54218-electa thargumico rabbinica sive annotationes in exodum ex triplici thargum seu chaldaicâ paraphrasi nempe onkeli jonathanis and hierosolymitanâ item ex commentariis rabbinorum nempe salomonis jarchi aben ezrae and abrabaneelis nec non ex libro radicum seu lexico r"
"499","R208892","['A brief explication of the first fifty Psalms: by David Dickson, Professor of Divinity in the colledge of Edenburgh. Imprimatur, Edmund Calamy, Nov. 15. 1652.']","NA",1653,"4076-a brief explication of first fifty psalms"
"500","R205319","['Living loves betwixt Christ and dying Christians·']","['A sermon preached at M. Magdalene Bermondsey in Southwark, near London, June 6. 1654. At the funeral of that faithful servant of Christ Mr. Jeremiah Whitaker, Minister of the Gospel, and pastor of the church there. With a narative of his exemplarily holy life and death. By Simeon Ashe, his much endeared friend and brother. Together with poems and elegies on his death, by divers ministers in the city of London.']",1654,"8936-living loves betwixt christ and dying christians sermon preached at m"
"501","R20630","['The vvorks of William Prynne of Swainswick, Esquire; since his last imprisonment,']","['viz. The first and second part of a seasonable, legal and historical vindication of the fundamental right and laws of England, much enlarged. A declaration and protestation against excise i general, and hops a native incertain commodity in particular. A polemicall desertation, of the inchoation and determination of the Lordsday Sabbath. An old Parliamentary prognostication, for the members there in consultation. The Quakers unmasked, and clearly detected to be the spawn of Romish frogs, &amp;c.']",1655,"156160-vvorks of william prynne of swainswickuire since his last imprisonment viz"
"502","R228040","['A brief explication upon the other fifty Psalms: from Psal. 50. to Psal. 100. By David Dickson, professour of divinity in the Colledge of Edenburgh. The second edition corrected. Imprimatur, Edmund Calamy, July 16. 1653.']","NA",1655,"48586-a brief explication upon other fifty psalms from psal 50 to psal 100 by david dickson professour of divinity in colledge of edenburgh second edition corrected imprimatur edmund calamy july 16 1653 "
"503","R204089","['The abridgment of Christian divinitie:']","['so exactly and methodically compiled, that it leads us, as it were, by the hand to the reading of the Holy Scriptures. Ordering of common-places. Vnderstanding of controversies. Cleering of some cases of conscience. By John Wollebius, Doctor of Divinity, and ordinary professor in the University of Basel. Now at last faithfully translated into English, and in some obscure places cleared and enlarged, by Alexander Ross. To which is adjoined, after the alphabetical table, the anatomy of the whole body of divinity, delineated in IX. short tables, for the help of weak memories.']",1650,"1295-compendium theologiae christianae"
"504","R209593","['A practical discourse of prayer.']","['Wherein is handled, the nature, the duty, the qualifications of prayer; the several sorts of prayer; viz. ejaculatory, publick private, and secret prayer. With the necessity of, and in.gagements sic unto prayer. Together, with sundry cases of conscience about it. By Thomas Cobbet, minister of the Word at Lyn. Imprimatur, Edm. Calamy.']",1654,"23551-a practical discourse of prayer wherein is handled nature duty qualifications of prayer several sorts of prayer viz"
"505","R38015","['No power but of God, and yet a power in every creature, or, A word in season, to all men not void of grace, or deprived of reason']","['wherein is held forth that the Almighty God is not wanting to us in impowering of us, but we are wanting to him, in not improving our talent fo him ... / by Robert Purnel.']",1651,"16080-no power but of god and yet power in every creature"
"506","R209112","['The Christians charter: shewing the priviledges of a believer; by Thomas Watson, pastor of Stephens Walbrook, London:']","NA",1652,"7002-christians charter shewing priviledges of believer"
"507","R207486","['The country-mans recreation, or The art of planting, graffing, and gardening, in three books.']","['The first declaring divers waies of planting, and graffing, and the best times of the year, with divers commodities and secrets herein, how to set or plant with the root, and without the root; to sow or set pepins or curnels, with the ordering thereof, also to cleanse your grafts and cions, to help barren and sick trees, to kill worms and vermin, and to preserve and keep fruit; how to plant and proin your vines, and to gather and presse your grape; to cleanse and mosse your trees, to make your cider and perry, with many other secret practises which shall appear in the table following. The second treateth of the hop-garden, with necessary instructions for the making and maintenance thereof, ... with some directions for tabaco. Whereunto is added, The expert gardener, containing divers necessary and rare secrets belonging to that art, ... hereunto is likewise added the Art of angling.']",1654,"135070-country-mans recreation or art of planting graffing and gardening in three books first declaring divers waies of planting and graffing and best times of year with divers commodities and secrets herein how to set or plant with root and without root to sow or set pepins or curnels with ordering thereof also to cleanse your grafts and cions to help barren and sick trees to kill worms and vermin and to preserve and keep fruit how to plant and proin your vines and to gather and presse your grape to cleanse and mosse your trees to make your cider and perry with many other secret practises which shall appear in table following"
"508","R206305","['The Engagement vindicated;']","['from all the objections, cavils, scruples, that wilfull opposers, or doubtfull, unresolved judgements may cast upon it. Wherein, all such objections are answered; the government proved; the Engagement it self both lawful, and necessary, from clearest principles of conscience and reason. To the satisfaction of all such as are doubting. By T.B.']",1650,"195710-engagement vindicated from all objections cavils scruples that wilfull opposers or doubtfull unresolved judgements may cast upon it"
"509","R37539","['The innocent lady, or The illustrious innocence.']","['Being an excellent true history, and of modern times, carried with handsome conceptions all along. Written originally in French, by the learned Father de Ceriziers, of the Company of Jesus. And now rendered into English by Sir William Lower Knight.']",1654,"11263-innocence reconnue"
"510","R172953","['Novum testamentum domini nostri Iesu Christi;']","['interprete Theodoro Beza.']",1651,"8080-novvm testamentum domini nostri iesu christi interprete theodoro beza"
"511","R210394","['Consilium &amp; votum pro ordinanda ac stabilienda Hibernia.']","NA",1651,"190110-consilium and votum pro ordinanda ac stabilienda hibernia "
"512","R13721","['The flovver of fidelity.']","['Relating exactly, the various adventures of three foraign princes, intermixed with variety of letters and pleasant sonnets. By John Reynolds, of Exon merchant, author of that excellent history entituled, Gods revenge against murther.']",1654,"3942-flower of fidelitie"
"513","R175951","['A brief explication of the first fifty Psalms:']","['by David Dickson, Professor of Divinity in the Colledge of Edenburgh. The second edition corrected. Imprimatur, Edmund Calamy, Nov. 15. 1652.']",1655,"4076-a brief explication of first fifty psalms"
"514","R203221","['A briefe polemicall dissertation, concerning the true time of the inchoation and determination of the Lordsday-Sabbath.']","['Wherein is clearly and irrefragably manifested by Scripture, reason, authorities, in all ages till this present: that the Lordsday begins and ends at evening; and ought to be solemnized from evening to evening: against the novel errours, mistakes of such, who groundlesly assert; that it begins and ends at midnight, or day-breaking; and ought to be sanctified from midnight to midnight, or morning to morning: whose arguments are here examined, refuted as unsound, absurd, frivolous. Compiled in the Tower of London, and now published, for the information, reformation of all contrary judgment or practise. By William Prynne of Swainswick Esq;.']",1655,"156054-a briefe polemicall dissertation concerning true time of inchoation and determination of lordsday-sabbath wherein is clearly and irrefragably manifested by scripture reason authorities in all ages till this present that lordsday begins and ends at evening and ought to be solemnized from evening to evening against novel errours mistakes of such who groundlesly assert that it begins and ends at midnight or day-breaking and ought to be sanctified from midnight to midnight or morning to morning whose arguments are here examined refuted as unsound absurd frivolous"
"515","R223578","['Living loves betwixt Christ and dying Christians.']","['A sermon preached at M. Magdalene Bermondsey in Southwark, near London, June 6. 1654. At the funeral of that faithful servant of Christ Mr. Jeremiah Whitaker, Minister of the Gospel, and pastor of the church there. With a narative of his exemplarily holy life and death. By Simeon Ashe, his much endeared friend and brother. Together with poems and elegies on his death, by divers ministers in the city of London.']",1654,"8936-living loves betwixt christ and dying christians sermon preached at m"
"516","R10409","['A list of the prisoners of the Vpper Bench prison,']","['who have taken the benefit of the Act of Parliament, for the relief of poor prisoners: published to the end, that if any person hath taken the benefit of the Act of Parliament for relief of poor prisoners, which ought not; either by concealing, or making over their estates, at or before their taking the oath, to defraud their creditors: it being made appear, their creditors just relief will be endeavoured therein. By the appointment of the committee, Coll. Thomas Pride. Coll. Tomlinson. Coll. Cooper. Mr. John Fountain. Mr. Richard Wollastone. Mr. Margets, judge advocate.']",1653,"142604-a list of prisoners of vpper bench prison who have taken benefit of act of parliament for relief of poor prisoners published to end that if any person hath taken benefit of act of parliament for relief of poor prisoners which ought not either by concealing or making over their estates at or before their taking oath to defraud their creditors it being made appear their creditors just relief will be endeavoured therein"
"517","R202675","['A philologicall commentary, or, An illustration of the most obvious and usefull words in the law.']","['With their distinctions and diverse acceptations, as they are found as well in reports ancient and modern, as in records, and memorials never printed: usefull for all young students of the law. By E.L. Gentleman, sometimes of the Middle Temple.']",1652,"35749-a philologicall commentary or illustration of most obvious and usefull words in law with their distinctions and diverse acceptations as they are found as well in reports ancient and modern as in records and memorials never printed usefull for all young students of law"
"518","R202222","['The flovver of fidelitie.']","['Displaying in a continuate historie, the various adventures of three foraign princes. By John Reynolds, author of that excellent historie, entituled Gods revenge against murther.']",1650,"3942-flower of fidelitie"
"519","R23954","['Autarkeia, or The art of divine contentment']","['by Thomas Watson, M. of A. of Emmanuel Colledg in Cambridg, and now pastor of Stephens Walbrook, Lond.']",1654,"1520-autarkeia or art of divine contentment"
"520","R208695","['1653. Syzygiasticon instauratum. Or, An ephemeris of the places and aspects of the planets,']","['as they respect the circle with dot in center as center of their orbes, calculated for the year of the incarnation of God, 1653. By Joshua Childrey, sometimes of Magdalen Colledge Oxford, now S.M. of Feversham in Kent. For the longitude of the city of London, which is commonly computed to be 24 degrees, 20 minutes from the meridian of non-variation.']",1653,"69398-1653 syzygiasticon instauratum or ephemeris of places and aspects of planets as they respect circle with dot in center as center of their orbes calculated for year of incarnation of god 1653"
"521","R2855","['The practice of quietnes:']","['directing a Christian how to live quietly in this troublesome world.']",1653,"3509-practice of quietness"
"522","R231566","['The admirable virtue of spiritus vitæ deauratus, or the golden spirit of life.']","['This spirit is of such a wonderfull virtue, that it encounterswith all the enemies of mans health, it fortifies the memory and the animal and vitall faculties of the brain, and takes away all the paines of the head in a moment....']",1650,"101225-admirable virtue of spiritus vitae deauratus or golden spirit of life this spirit is of such wonderfull virtue that it encounterswith all enemies of mans health it fortifies memory and animal and vitall faculties of brain and takes away all paines of head in moment"
"523","R175952","['A brief explication of the last fifty Psalms: from Psal. 100. to the end.']","['By David Dickson, Professour of Divinity in the Colledge of Edenburgh. The second edition corrected. Imprimatur, Edmund Calamy.']",1655,"4076-a brief explication of first fifty psalms"
"524","R218398","['The history of the world:']","['the second part, in six books: being a continuation of the famous history of Sir Walter Raleigh, Knight: beginning where he left; viz. at the end of the Macedonian kingdom, and deduced to these later-times: that is, from the year of the world 3806. or 160 years before Christ till the end of the year 1640. after Christ: by Alexander Ross. Wherein the most remarkable passages of those times, (both ecclesiasticall and civill) in the greatest states, empires, and kingdomes, are represented: together with a chronologie of those times, &amp;c. and an alphabeticall-table by the author.']",1652,"15417-history of world"
"525","R12202","['Fragmenta regalia: or, Observations on the late Queen Elizabeth, her times, and favourites.']","['Written by Sir Robert Naunton, Master of the court of wards.']",1650,"5769-fragmenta regalia"
"526","R209330","['No power but of God: and yet a power in every creature. Or, A word in season, to all men not void of grace, or deprived of reason.']","['Wherein is held forth, that the Almighty God is not wanting to us, in impowering of us; but we are wanting to him, in not improving our talent for him. The Almighty gives to every man some talent or talents, viz. To some natural, to others Spiritual talents or gifts: but there is no man that improves his talent so well as he might, in point of obedience to him. ... The abuse of Gospel-ordinances by some, doth not take away the lawful use of them to others. The second edition; corrected and augmented, by Robert Purnel.']",1652,"16080-no power but of god and yet power in every creature"
"527","R11445","['An introduction to the Teutonick philosophie.']","['Being a determination concerning the original of the soul: viz. Whether it be immediately created by God, and infusd into the body; or transmitted from the parent. By C. Hotham, one of the Fellows of Peter-House. At the clos of the dispute held in the publique schooles of the University of Cambridge, at the Commencement, March 3. 1646. Englished by D.F.']",1650,"16554-ad philosophiam teutonicam manuductio"
"528","R209213","['The Christians charter:']","['shewing the priviledges of a believer, both in this life, and that which is to come. By Thomas Watson, pastor of Stephens Walbrook, London. Imprimatur, Edm. Calamy.']",1652,"7002-christians charter shewing priviledges of believer"
"529","R39969","['Elogium heroinum. The ladies vindication: or, The praise of worthy women·']","['Written by C.G. gent.']",1651,"146649-elogium heroinum ladies vindication or praise of worthy women·"
"530","R172496","['The Arcadian lovers or, Colin and Amarillis.']","['Being a composure, richly illustrated with the indeared expressions of a shepherd and shepherdess, for the pleasure and delight of all amourous fancies. To be sung in a tune of great rarity.']",1650,NA
"531","R39967","['Some considerations on the two grand staple--commodities of England:']","['and on certain establishments, wherein the publike good is very much concerned. Humbly presented to the Parliament, by Sir Balthazar Gerbier kt.']",1651,"112027-some considerations on two grand staple--commodities of england and on certain establishments wherein publike good is very much concerned"
"532","R31945","['The retvrning backslider: or, A commentarie upon the whole XIV. chapter of the prophecy of the prophet Hosea.']","['Wherein is shewed the large extent of Gods free mercy, even unto the most miserable forlorne and wretched sinners that may be, upon their humiliation and repentance. Also The saints priviledge, &amp;c. Preached by that learned and iudicious divine, Dr. Sibs, late preacher to the honourable society of Grayes Inne, and master of Katherine-Hall in Cambridge. Published by his own permission before his death.']",1650,"115972-retvrning backslider or commentarie upon whole xiv chapter of prophecy of prophet hosea wherein is shewed large extent of gods free mercy even unto most miserable forlorne and wretched sinners that may be upon their humiliation and repentance"
"533","R9833","['The flovver of fidelity.']","['Relating exactly, the various adventures of three foraign princes, intermixed with variety of letters and pleasant sonnets. By John Reynolds, of Exon merchant, author of that excellent historie, entituled, Gods revenge against murther.']",1655,"3942-flower of fidelitie"
"534","R234410","['Floras farewell:']","['or, The shepherds love-passion song. Wherein he doth greatly complain, because his love was spent in vain. To a delicate tune, or, A thousand times my love commend.']",1650,"4567-floras farewell or shepherds love passion songbwherein"
"535","R40954","['The most famous, delectable, and pleasant history of Parismus. The most renowned Prince of Bohemia:']","['the first part. Containing his most noble atchievements, and triumphant battels, fought against the Persians, his love to the beautiful Princess Laurana, the Kings daughter of Thessaly. The great dangers he passed in the island of rocks; and of his strange adventures in the desolate island.']",1649,"251-famous and pleasant history of parismus"
"536","R222653","['The danger of deferring repentance discovered by that reverend and faithfull minister of the word, William Fenner, late pastour of Rochford in Essex.']","NA",1654,"18995-danger of deferring repentance discovered"
"537","R30972","['The Country gentleman, or, The Happy life']","['to an excellent tune, or, hey boys up go we : with allowance.']",1655,NA
"538","R234464","['The two faithful lovers. To the tune of, Franklin is fled away.']","NA",1650,"9598-two faithful lovers to tune of franklin is fledaway"
"539","R224556","['The speech of His Highnesse the Lord Protector to the Parliament']","['in the Painted Chamber at Westminster, on Munday last, being the fourth of this instant September, 1654. Examined by the original copy; published by order and authority.']",1654,"3872-speeches"
"540","R205987","['A true relation of a great robbery committed neere Andiver in Hampshire, upon John Lloyd, and David Gwyn,']","['the one of Northwales, the other of Southwales, comming up to London. And how the Brittaines bravely encountered with twelve thieves; killed six in the place, and wounded the rest: yet at last were mastered, and robbed by the said theives. VVith divers strange passages and events concerning the same; which (being truly worth observation) were thought fit to put to publike view for satisfaction of all their countrey-men, friends, and acquaintance; and all others that desire to be truly informed touching the same.']",1649,NA
"541","R179350","['Art of persuasion, or a compendium of logick']","NA",1651,"187959-art of persuasion or compendium of logick "
"542","R208756","['The good old way: or, Perkins improved,']","['in a plain exposition and sound application of those depths of divinity briefly comprized in his Six principles: by that late painful and faithful minister of the Gospel, Charles Broxolme in Darby-shire.']",1653,"22938-good old way or perkins improved in plain exposition and sound application of those depths of divinity briefly comprized in his six principles"
"543","R232471","['The good old way: or, Perkins improved,']","['in a plain exposition and sound application of those depths of divinity briefly comprized in his Six principles: by that late painful and faithful minister of the Gospel, Charles Broxolme in Darby-shire.']",1653,"22938-good old way or perkins improved in plain exposition and sound application of those depths of divinity briefly comprized in his six principles"
"544","R211251","['A most elegant and religious rapture, composed by Mr. Samuel Ward (that sometime famous and pious pastor at Ipswich) during his Episcopal imprisonment to the Gate-House, and by him dedicated to King Charles the First. Now, most exactly Englished by John Vicars.']","NA",1649,"33821-a most elegant and religious rapture composed by mr samuel ward that sometime famous and pious pastor at ipswich during his episcopal imprisonment to gate-house and by him dedicated to king charles first now most exactly englished by john vicars "
"545","R206903","['Divisions cut in pieces by the svvord of the Lord: or, A discourse on a text of Scripture, of the unlawfulness of divisions in the Church of God, upon the highest pretences whatsoever. By John Rocket, minister of the Word at Hickling in Nottingham-shire.']","NA",1650,"85266-divisions cut in pieces by svvord of lord or discourse on text of scripture of unlawfulness of divisions in church of god upon highest pretences whatsoever by john rocket minister of word at hickling in nottingham-shire "
"546","R206809","['Civil magistracy by divine authority,']","['asserted, and laid forth in a sermon, preached at the assises holden at Winchester, for the county of South-Hampton, on Thursday the 4th day of March, 1651/52. By William Sclater, Doctor in Divinity, preacher of the word of God in Broadstreet, London.']",1652,"47207-civil magistracy by divine authority asserted and laid forth in sermon preached at assises holden at winchester for county of south-hampton on thursday 4th day of march 1651/52"
"547","R230808","['Divine meditations on acquaintance with God.']","['By E.W. Esquire.']",1653,"123606-divine meditations on acquaintance with god by e"
"548","R206977","['An exposition of the epistle of Jude,']","['together with many large and usefull deductions. Formerly delivered in sudry lectures in Christ-Church London. By William Jenkyn, minister of the Gospel of Jesus Christ, and pastor of the church at Black-friars, London. = The second part.']",1654,"14554-an exposition of epistle of jude together with many large and useful deductions·"
"549","R34730","['The vvorks of Publius Virgilius Maro.']","['Translated by John Ogilby.']",1650,"12131-vvorks of publius virgilius maro translated"
"550","R208891","['The mystical brasen serpent: with the magnetical vertue thereof. Or, Christ exalted upon the cross,']","['with the blessed end and fruit of that his exaltation, in drawing the elect world to himself, to believe on Him, and to be saved by Him. In two treatises, from John 3. 14, 15. 12. 32. Whereunto is added A treatise of the saints joint-membership each with other. As they were delivered to the Church of God at Great Yarmouth, by John Brinsley, minister of the gospel, and preacher to that incorporation. Imprimatur, Edm. Calamy. July 30. 1652.']",1653,"80479-mystical brasen serpent with magnetical vertue thereof or christ exalted upon cross with blessed end and fruit of that his exaltation in drawing elect world to himself to believe on him and to be saved by him"
"551","R202053","['Herberts remains. Or, Sundry pieces of that sweet singer of the temple, Mr George Herbert, sometime Orator of the University of Cambridg.']","['Now exposed to publick light.']",1652,"111913-herberts remains or sundry pieces of that sweet singer of temple george herbert sometime orator of university of cambridg now exposed to publick light"
"552","R233110","['Mystical implantation: or, The great Gospel Mystery of the Christians union, and communion with, and conformity to Jesus Christ, both in his death and resurrection, is opened, and applyed. As they were lately delivered to the church of God at Great Yarmouth, by John Brinsley minister of the Gospel, and preacher to that incorporation.']","NA",1653,"80480-mystical implantation or great gospel mystery of christians union and communion with and conformity to jesus christ both in his death and resurrection is opened and applyed as they were lately delivered to church of god at great yarmouth by john brinsley minister of gospel and preacher to that incorporation "
"553","R38206","['The compleat angler or the contemplative mans recreation.']","['Being a discourse of rivers, and fish-ponds, and fish, and fishing. Not unworthy the perusal of most anglers.']",1655,"1507-complete angler or contemplative mans recreation being discourse on rivers fish ponds fish and fishing"
"554","R203446","['A sermon preached at Nevvport in the Isle of Wight, October 1648.']","['In the time of the treaty· By Robert Sanderson, D.D. chaplain to the late King, and Regius-Professor of Divinity in the University of Oxon.']",1653,"144328-a sermon preached at nevvport in isle of wight october 1648 in time of treaty· by robert sanderson "
