"","estc_ids","title_1","title_2","pub_year","work_id"
"164","R209548","['An ordinance for continuation of an act of Parlament, intituled, An act for the continuation of the customs until the 26th day of March, in the year 1653.']","['Monday 20th March, 1653. Ordered by His Highness the Lord Protector and the Council, that this ordinance be forthwit printed and published. Hen. Scobel, Clerk of the Council.']",1654,"1904-orders in council 1654-03-20"
"165","R21067","['Free ports,']","['the nature and necessitie of them stated.']",1652,"56136-free ports and nature of them stated"
"166","R209583","['An ordinance of pardon and grace to the people of Scotland.']","['Wednesday 12th April, 1654. Ordered by His Highness the Lord Protector and the Council, that this ordinance bee forthwith printed and published. Hen. Scobel, Clerk of the Council.']",1654,"3123-orders in council 1654-04-12"
"167","R225948","['An examination of the seasonable and necessarie warning concerning present dangers and duties, emitted from the commissioners of the General Assembly of the Kirk of Scotland, unto all the members of that Kirk. June 25. 1650. Which was printed at Edinburgh by Evan Tyler. By servant of the Common-wealth of England, and a lover of the armie.']","NA",1650,"52609-an examination of seasonable and necessarie warning concerning present dangers and duties emitted from commissioners of general assembly of kirk of scotland unto all members of that kirk june 25 1650 which was printed at edinburgh by evan tyler by servant of common-wealth of england and lover of armie "
"168","R38176","['The Countess of Pembrokes Arcadia']","['written by Sr Philip Sidney knight. The tenth edition. With his life and death; a brief table of the principal heads, and som sic other new additions.']",1655,"52368-countess of pembrokes arcadia"
"169","R211787","['An ordinance of explanation touching treasons.']","NA",1654,"30091-orders in council 1654-02-17"
"170","R210357","['An ordinance touching the office of postage of letters, inland and foreign.']","['Saturday September 2. 1654. Ordered by his Highness the Lord Protector, and his council, that this ordinance be forthwith printed and published. Henry Scobell, Clerk of the Council.']",1654,"1271-orders in council 1654-09-02"
"171","R209564","['An ordinance for relief of persons that have acted in the service of the Parlament.']","NA",1654,"11358-orders in council 1654-03-23"
"172","R210339","['An ordinance for the better regulating and limiting the jurisdiction of the High Court of Chancery.']","['Tuesday August 22. 1654. Ordered by his Highness the Lord Protector, and his council, that this ordinance be forthwith printed and published. Henry Scobell, Clerk of the Council.']",1654,"30102-orders in council 1654-08-22"
"173","R230918","['The advocate.']","NA",1651,"56135-advocate "
"174","R206474","['The stone smiting the image on the feet.']","['Opened in a sermon, preached on a late daie of Thanks-giving. Upon Daniel 2.20,21. By Jonathan Clapham, Mr of Arts, and minister of the Gospel at Wramplingham, in Norfolk.']",1651,"144257-stone smiting image on feet opened in sermon preached on daie of thanks-giving"
"175","R206275","['The ox muzzled, and Ox-ford dried: or, A vindication of the churchs rights against all her sacrilegious enemies. By Humfrey Brown, Master of Arts. Imprimatur John Downame.']","NA",1650,"168275-ox muzzled and ox-ford dried or vindication of churchs rights against all her sacrilegious enemies by humfrey brown master of arts imprimatur john downame "
"176","R213229","['An ordinance for settling of the estates of several excepted persons in Scotland in trustees to the uses herein expressed.']","NA",1654,"1175-orders in council 1654"
"177","R223828","['The marrow of ecclesiastical historie,']","['contained in the lives of the fathers, and other learned men, and famous divines, which have flourished in the Church since Christs time, to this present age. Faithfully collected out of several authors, and orderly disposed, according to the centuries wherein they lived. Together with the livelie effigies of most of the eminentest of them cut in copper. By Samuel Clark pastor of Bennet-Fink.']",1650,"4141-marrow of ecclestastical history"
"178","R38531","['A discours of husbandrie used in Brabant and Flanders:']","['shewing the wonderful improvement of land there; and serving as a pattern for our practice in this common-wealth.']",1652,"12866-a discours of husbandrie used in brabant and flanders shewing wonderfull improvement of land there and serving as pattern for our practice in this common-wealth"
"179","R201955","['An examination of the Seasonable and necessarie warning concerning present dangers and duties, emitted from the commissioners of the General Assembly of the Kirk of Scotland, unto all the members of that Kirk. June 25 1650. Which was printed at Edinburgh by Evan Tyler, by a servant of the Common wealth of England, and a lover of the armie.']","NA",1650,"52609-an examination of seasonable and necessarie warning concerning present dangers and duties emitted from commissioners of general assembly of kirk of scotland unto all members of that kirk june 25 1650 which was printed at edinburgh by evan tyler by servant of common-wealth of england and lover of armie "
"180","R174326","['An ordinance for adjourning part of Easter Term. 1654.']","NA",1654,"71886-orders in council 1654-04-06"
"181","R1169","['Som animadversions and observations upon Sr Walter Raleighs Historie of the world.']","['Wherein his mistakes are noted and som doubtful passages cleered. By Alexander Ross.']",1650,"15417-history of world"
"182","R226585","['An ordinance against challenges, duels, and all prouocations thereunto.']","NA",1654,"17389-ordinances 1654-06-29"
"183","R210391","['An ordinance for bringing several branches of the revenew, under the managing and government of the Commissioners for the Treasury and Court of Exchequer.']","['Saturday 2 September, 1654. Ordered by His Highness the Lord Protector and the council, that this ordinance bee forthwith printed and published. Hen. Scobel, Clerk of the Council.']",1654,"1271-orders in council 1654-09-02"
"184","R228958","['Janua linguarum; or, an easie and compendious method and cours for the atteining the Latine tongue.']","['Wherein are Latine sentences one thousand four hundred, conteining all the more usual words of the Latine tongue, simple and compound, scarce anie word being iterated, excep for the supplying the sens sometimes. With the English translation of them, and an alphabetical dictionarie, conteining not the primitive words onely, but also each particle in the sentence. To which is added the supplement of Tim. Pool, together with an index of the English before the Latine.']",1651,"28140-janua linguarum or easie and compendious method and cours for atteining latine tongue wherein are latine sentences one thousand four hundred conteining all more usual words of latine tongue simple and compound scarce anie word being iterated excep for supplying sens sometimes"
"185","R331","['Apophthegmata aurea, regia, Carolina.']","['Apophthegms I. Theological. II. Moral. III. Political. Collected out of the incomparable Eikōn basilikē. of His most glorious Majestie King Charls the First.']",1649,"43-eikon basilike"
"186","R24798","['An ordinance for better amending and keeping in repair the common high-waies within this nation.']","['Fryday March 31. 1654. Ordered by his Highness the Lord Protector and His Council, that this ordinance be forthwith printed and published. Henry Scobel, Clerk of the Council.']",1654,"11367-ordinances 1654-03-31"
"187","R188159","['Onomastikon braxy. Sive, nomenclatura brevis Anglo-Latino-Græca.']","['In usum scholæ Westmonasteriensis. Per F.G.']",1651,"874-onomastikon braxy sive nomenclatura brevis anglo-latino-graeca"
"188","R209553","['An ordinance declaring that the proceedings in case of murther in Ireland, shall bee as formerly.']","['Monday 20th March, 1653. Ordered by His Highness the Lord Protector and the Council, that this ordinance bee forthwith printed and published. Hen. Scobel, Clerk of the Council.']",1654,"1904-orders in council 1654-03-20"
"189","R175033","['An act for the better packing of butter . . . 12 March 1649']","NA",1649,"113177-an act for better packing of butter 12 march 1649 "
"190","R185312","['To the Kings most Excellent Majesty:']","['the humble petition of John Brookbank, Gilbert Dean, John Ash, and John King, ministers of Gods VVord, most humbly sheweth, that your petitioners persecuted in Your Highness Kingdom of Ireland by the barbarous rebels, for religion and loyalty, and more especially in respect of their function, were thereby deprived of their whole estates; and being forced into this kingdom, are so destitute ...']",1647,"119208-to kings most excellent majesty humble petition of john brookbank gilbert dean john ash and john king ministers of gods vvord most humbly sheweth that your petitioners persecuted in your highness kingdom of ireland by barbarous rebels for religion and loyalty and more especially in respect of their function were thereby deprived of their whole estates and being forced into this kingdom are so destitute "
"191","R176085","['An act for the continuance of a former act for setling the militia . . . 28 January 1651']","NA",1650,"113178-an act for continuance of former act for setling militia 28 january 1651 "
"192","R186385","['The humble advice of the Assembly . . . concerning a shorter catechisme']","NA",1648,"48194-humble advice of assembly concerning shorter catechisme"
"193","R210421","['A true copy of a letter from divers ministers about Colchester in the county of Essex, to the Assembly of Divines, against a toleration.']","NA",1646,NA
"194","R473871","['The New Testament of our Lord and Saviour Jesus Christ.']","['Newly translated out of the original Greek ...']",1652,NA
"195","R179215","['The key of true policy, or, A free dispute concerning the conservation of lately-obtained liberty.']","['In reference to the Parliament of England, not onely for securing liberty already obtained, but also for enlarging the same. /']",1652,NA
"196","R200930","['Humble instructions for the setling of garrisons in Ireland,']","['whereby that countrey may be sooner reduced, if the war be prosecuted with effect: and also what manner of men may in reason be the fittest for that countrey service.']",1646,NA
"197","R1579","['A true narrative of the late mutiny made by several troopers of Captain Savages troop in Col: Whaleys regiment,']","['as the same was proved upon oath before the court martial, by several witnesses; of the proceedings of the court thereupon; of the sentence of death upon Robert Locker, and others of the mutiniers; the generals pardon to them all but Locker; the reason thereof: and of the death of Locker, and his carriage at the place of execution before his death. April 31. 1649. Imprimatur Henry Whalley, advocate.']",1649,NA
"198","R211240","['An Act touching the moneys and coyns of England.']","NA",1649,NA
"199","R200795","['The king of kings his privie marks for the kingdoms choyce of new members: or A project for the kingdoms or cities speedy prosperity;']","['and the benefit and blessing attending a nevv model. Delivered in a sermon by Samuel Kem B.D. upon the choyce of the new burgesses of Bristol in that city, Feb. 28. 1645.']",1646,"158303-king of kings his privie marks for kingdoms choyce of new members or project for kingdoms or cities speedy prosperity and benefit and blessing attending nevv model"
"200","R479540","['An Act, with further instructions to the trustees, contractors, treasurers and register, for the sale of the lands and possessions of the late deans, subdeans, deans and chapters, &amp;c.']","['and for the better and more speedy execution of the former Acts, ordinances and instructions made concerning the same. Die Martis, 31 Julii, 1649. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1649,"5-public general acts"
"201","R41621","['Ovids Metamorphosis']","['translated grammatically, and also according to the propriety of our English tongue, so far as grammar and the verse will well bear : written chiefly for the good of schools, to be used according to the directions in the preface to the Painfull school-master, and more fully in the book called Ludus literarius, or, The grammar-school, chap. 8.']",1650,"23-metamorphoses"
"202","R492183","['An Act for the more easie passing the accompts of sheriffs.']","NA",1650,"5-public general acts"
"203","R201041","['The reason of the war,']","['with the progress and accidents thereof. Written by an English subject. VVherein also the most material passages of the two books printed at Oxford (in which His Majesties party do undertake to justifie their proceedings) are briefly examined; viz. The declaration, entituled, Tending to peace; relation of the passages at the meeting at Uxbridge. July 1. 1646. Imprimatur Na: Brent.']",1646,"144973-reason of war with progress and accidents thereof"
"204","R208825","['An Act for redress of delays and mischiefs arising by vvrits of error in several cases.']","NA",1650,NA
"205","R212736","['An Act of the Commons assembled in Parliament, for setling the militia of the borough of Southwark, and parishes adjacent, mentioned in the weekly bills of mortality, on the southside the River Thames in the county of Surrey,']","['with the names of the persons entrusted therewith. 19 Julii, 1649. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1649,NA
"206","R212089","['An Act for continuance of a former Act for setling the militia of this Common-vvealth·']","NA",1651,NA
"207","R209311","['An Act for the continuance of the committee for the Army and treasurers at vvars.']","NA",1651,NA
"208","R205664","['Three acts of the Committee of Estates of the Kingdom of Scotland;']","['the first, for providing maintenance for the soldiers to be kept up within that kingdom; and for preventing their taking of free-quarter. The second, for appointing a sub-committee for the managing the affairs of the treasury, comptrolary, collectory and exchequer of that kingdom. The third, for summoning all those who are accessory to the late engagement against England, to compier before the Estates of Parliament of the fourth of January next, 1649.']",1648,"2392-acts"
"209","R208832","['An Act for establishing an high court of justice.']","['Die Martis, 26 Martii, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"210","R209339","['An Act for transferring the powers of the committees for obstructions.']","NA",1652,NA
"211","R211335","['An Act prohibiting correspondence with Charls Stuart or his party.']","NA",1651,NA
"212","R210580","['An order and declaration of His Highness and the Council, for an assessment of sixty thousand pounds per mensem, for six monthes;']","['from the five and twentieth of December 1655, to the four and twentieth of June 1656. Tuesday the 27th of November, 1655. Ordered by His Highness the Lord Protector, and the Council, that this order and declaration be forthwith printed and published. Hen: Scobell, Clerk of the Council.']",1655,"71895-orders in council 1655-11-27"
"213","R211478","['A further additional Act for relief of poor prisoners·']","NA",1652,NA
"214","R211506","['By the Protector. A proclamation declaring that after the first day of August next,']","['no further use be made of any letters of marque, or reprisal, granting unto any private person.']",1655,"129-proclamations"
"215","R205090","['An Act for the setling of Ireland.']","['Thursday, 12th August, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"216","R206220","['The copy of a letter written by Mr. Thomas Parker, pastor of the church of Newbury in New-England, to his sister, Mrs Elizabeth Avery,']","['sometimes of Newbury in the county of Berks, touching sundry opinions by her professed and maintained. Novemb. 22. 1649. Imprimatur John Downame.']",1649,"47437-true copy of letter "
"217","R212037","['Die Mercurii, 2⁰ Octobr. 1650. Resolves of Parliament, concerning rates for composition of delinquents.']","['The House this day, according to former order, proceeded in the debate of the report made from the Committee of the Army touching delinquents:']",1650,NA
"218","R202890","['The triumph staind.']","['Being an answer to Truths triumph, i.e. a pamphlet so called, and lately set forth by Mr. John Wildman, a pretended gentleman of the life-guard to his Excellency Sir Tho: Fairfax. With a full and perfect account of an information of dangerous and bloody consequence, given in to the House of Lords (at their bar) January the 18. 1647. against Lieut. Col. Iohn Lilburn and John Wildman. By George Masterson, preacher of the Gospel at Shoreditch near London.']",1648,"64424-triumph staind being answer to truths triumph i"
"219","R211672","['A declaration of His Highness, with the advice of his council,']","['inviting the people of this Commonwealth to a day of solemn fasting and humiliation.']",1655,"30107-orders in council 1655-11-21"
"220","R215237","['Scripture-motives for calendar reformation:']","['urged from divers mistakes of the meaning of many places in the Holy Scripture, and the more ignorance of the literal meaning thereof, and thereby of the mystical; besides the guilt (as it is feared) of strange posts, set by the Lords posts, by the common use of the vulgar almanacks onely; from the testimonies of sundry famous authors, and from presidents both ancient and modern. Partly urged formerly by Mr. I.B. Renewed and enlarged by H. Jesse: who in lieu thereof presents, commends, and presseth to the use of the Scripture-calendar, which was used by the ancient church of God, and by the apostles, and other primitive Christians; and by Christ himself.']",1650,"32864-calendar reformation"
"221","R31337","['Several letters and passages between His Excellency, the Lord General Cromwel and the governor of Edinburgh Castle,']","['and the ministers there, since His Excellencies entrance into Edinburgh. Published by authority.']",1650,"21540-several letters and passages between his excellency lord general cromwel and governor of edinburgh castle and ministers there since his excellencies entrance into edinburgh"
"222","R212886","['An Act for subscribing the engagement.']","['Die Mercurii, 2⁰ Januarii, 1649. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"223","R206210","['Media: the middle things,']","['in reference to the first and last things: or, The means, duties, ordinances, both secret, private and publike, for continuance and increase of a godly life, once begun, till we come to Heaven. Wherein are discovered many blessed mediums or duties, in their right method, maner and proceedings; that so a Christian (the spirit of Christ assisting) may walk on in the holy path, which leads from his new birth to everlasting life. Drawn, for the most part, out of the most eminently pious, and learned writings of our native practical divines: with additionals of his own, by Isaac Ambrose, minister of the Gospel at Preston in Amoundernes.']",1649,"1210-prima media and ultima"
"224","R208702","['An Act for the continuance and maintenance of the school and alms-houses of Westminster.']","['26 Septembris, 1649. Ordered by the Commons assembled in Parliament, that this Act be forthwith printed, and published. Hen: Scobell, Cleric. Parliamenti.']",1649,NA
"225","R212081","['Two orders of Parliament concerning the apprehending of thieves.']","['Die Veneris, 10 Januarii, 1650.']",1651,NA
"226","R213046","['An additional Act for the sale of the fee-farm rents, and for the doubling of money thereupon.']","['Die Jovis, 6 Februarii, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"227","R207026","['Several letters from Ireland read in Parliament the sixth of July, 1652. Concerning the affairs there.']","['Tuesday the sixth of July, 1652. Ordered by the Parliament, that these letters be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"228","R213103","['An Act for enabling the judges of the northern circuit to hold an assize at Durham, on Monday the eleventh day of August, one thousand six hundred fifty one.']","['Wednesday the 9th day of July, 1651. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"229","R206358","['A letter from the Lord Lieutenant of Ireland, to the Honorable William Lenthal Esq; Speaker of the Parliament of England:']","['giving an account of the proceedings of the army there under his Lordships command; and several transactions between his Lordship and the Governor of Wexford. Together with a relation of the taking in of Wexford, with the fort, haven and shipping there; and of several other garisons of the enemy. As also the propositions tendred for the rendition of Wexford: and a copy of a censure, under the hand of Nicholas Bishop of Fernes, against Talbot wh dyed a Protestant. Ordered by the Parliament, that these letters and transactions be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1649,"46822-proceedings"
"230","R19579","['An ordinance for the continuance and maintenance of the alms-houses &amp; alms-men called Poor Knights, and other charitable and pious uses, whereof the late dean and canons of Windsor were feoffees in trust.']","['Thursday the fifteenth of February, 1654. Ordered by His Highness the Lord Protector and the Council that the ordinance ... being passed by His Highness the Lord Protector, with the consent of his Council, on Saturday the second of September, 1654, be printed and published. Hen. Scobell, Clerk of the Council.']",1655,"1271-orders in council 1654-09-02"
"231","R209263","['An additional Act for the more speedy effecting of the sale of the manors of rectories &amp; gleab-lands late belonging to archbishops, bishops, deans, deans and chapters, and other offices and titles which late were of or belonging to any cathedral or collegiate church or chappel within England or Wales. And for the better encouragement of lenders upon the security thereof, and of other lands and hereditaments of the said deans, deans and chapters, &amp;c.']","['Die Martis, 22 Octobr. 1650. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"232","R230489","['The whole book of Psalms:']","['collected into English meeter, by Thomas Sternhold, John Hopkins, and others. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer; and also before and after sermons, and moreover in private houses for their godly solace and comfort: laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.']",1653,"2-book of psalmes collected into english meeter"
"233","R31331","['A directory for the publique vvorship of God throughout the three kingdoms of England, Scotland and Ireland.']","['Together with an ordinance of Parliament for the taking away of the Book of common-prayer: and for establishing and observing of this present Directory throughout the kingdom of England, and dominion of Wales. Die Jovis, 13. Martii, 1644. Ordered by the Lords and Commons assembled in Parliament, that this ordinance and Directory be forthwith printed and published: Joh: Brown, Cleric. Parliamentorum. H: Elsynge, Cler. Parl. D. Com.']",1646,NA
"234","R209364","['An additional act for sale of several lands and estates forfeited to the commonwealth for treason.']","['Thursday the 18th of November, 1652. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"235","R225620","['By the Protector. A proclamation of the peace made between this commonwealth, and France.']","NA",1655,"129-proclamations"
"236","R211684","['A declaration of the Parliament of the Commonwealth of England, for a time of publique thanksgiving, upon the five and twentieth of this instant August, for the great victory lately vouchsafed to their fleet at sea.']","NA",1653,NA
"237","R209421","['An Act for repealing of a branch of a certain act of the late Parliament, entituled, An act for subscribing the engagement.']","NA",1653,NA
"238","R212943","['Die Martis, 23 Julii, 1650. Resolves of Parliament, concerning such delinquents as have not paid in their fines according to compositions.']","NA",1650,NA
"239","R207445","['A letter to his highness the Lord Protector from Captain Unton Crooke,']","['signifying the totall defeat of the Cavaliers in the west, under the command of Sir Joseph Wagstaffe. Published by his highness special commandment.']",1655,"25989-a letter to his highness lord protector from captain unton crooke signifying totall defeat of cavaliers in west under command of sir joseph wagstaffe"
"240","R37037","['The doctrine &amp; directions but more especially the practice and behavior of a man in the act of the nevv birth.']","['A treatise by way of appendix to the former. By Isaac Ambrose, minister of Christ at Preston in Amounderness in Lancashire.']",1650,"76440-doctrine and directions but more especially practice and behavior of man in act of nevv birth treatise by way of appendix to former"
"241","R42008","['Resolved by the Parliament that whatsoever person or persons have, or shall have in their custody any of the printed papers (entituled, His Majesties declaration to all his loving subjects of the kingdom of England and dominion of VVales) be injoyned forthwith to bring the same in to the Councel of State ...']","NA",1651,NA
"242","R211373","['A vote of the Parliament touching delinquents.']","['Die Martis, 26 Martii, 1650.']",1650,NA
"243","R211568","['Fryday the 10th of December. 1652. An order of the Parliament touching the extraordinary rate of coals.']","NA",1652,NA
"244","R212893","['An Act for redress of delays and mischiefs arising by vvrits of error in several cases.']","NA",1650,NA
"245","R17761","['An additional Act for the better observation of the Lords-Day, days of humiliation and thanksgiving.']","['Together with a collection of former lavvs, statutes and ordinances now in force for observation of the said days. Die Veneris, decimo nono Aprilis, 1650. Ordered by the Parliament, that this Act, statutes and ordinances, be forthwith printed and published. Hen: Scobell, Clark of the Parliament.']",1650,"79266-proceedings 1650-04-19"
"246","R211670","['By the Protector: an order and declaration of His Highness, by the advice of His council,']","['commanding all persons who have been of the late Kings party, or his sons, to depart out of the cities of London and Westminster, and late lines of communication, on or before Monday the fifth day of November, 1655.']",1655,"30106-orders in council 1655-10-25"
"247","R236795","['An act against unlicensed and scandalous books and pamphlets, and for better regulating of printing.']","['Die Jovis, 20 Septembr. 1649. Ordered by the Commons assembled in Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1649,NA
"248","R212944","['An Act for the advancing and regulating of the trade of this Commonwealth.']","['Die Jovis, primo Augusti, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"249","R27338","['Wednesday the eighteenth of August. 1652. Resolved by the Parliament, that the Parliament doth declare and order, that any cattle, sheep, horses, corn or grain of any kinde, shall or may be exported by any person or persons within this Commonwealth, from England into Ireland (without paying custom or excize in England) ...']","NA",1652,NA
"250","R213272","['A further additional Act for relief of poor prisoners·']","NA",1652,NA
"251","R209357","['An Act for calling home sea-men and mariners, and inhibiting such to serve abroad without licence.']","['Thursday the 9th of September, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"252","R1089","['The darknes of atheism dispelled by the light of nature.']","['A physico-theologicall treatise, written by Walter Charleton Dr. in Physic, and physician to the late king.']",1652,"81084-darknes of atheism dispelled by light of nature physico-theologicall treatise "
"253","R11847","['An epistle to the reader. The end of this print is to present to thy view a most wise and pious speech, spoken to King James the Fifth of Scotland, by a councellor of his;']","['the which having occasioned what is premised to it, I thought fit to let them come hand in hand to thee; ...']",1655,NA
"254","R226579","['Instructions and directions made by the trustees nominated in an Act of Parliament, (entituled, An Act for the deafforestation, sale and improvement of the forests;']","['and of the honors, manors, lands, &amp;c. within the usual limits and perambulations of the same, heretofore belonging to the late King, Queen and prince) to be left with the chief officer of every town and place where the summons of the said trustees have been published, for all persons to make out their respective interests within the time limited by the said Act.']",1653,NA
"255","R33005","['The psalter of David:']","['with titles and collects according to the matter of each Psalme. Whereunto is added, Devotions for the help and assistance of all Christian people, in all occasions and necessities.']",1650,NA
"256","R39488","['Die Jovis, 8 Novembr. 1649.']","['Resolved upon the question by the Parliament, that such person or persons who shall at any time within the space of six moneths now next coming, apprehend and bring in safe custody before any justice of peace, or any other officer of justice, an person that hath committed, or shall commit any burglary or robbery on the high-way, ...']",1649,NA
"257","R209365","['An Act for an assessment at the rate of one hundred and twenty thousand pounds by the moneth for six moneths, from the five and twentieth day of December, one thousand six hundred fifty two, to the four and twentieth day of June next ensuing, towards the maintenance of the armies in England, Ireland and Scotland; as also for the Navy.']","['Friday the tenth of December, 1652. Ordered by the Parliament, that this Act be forthwith printed and published. Hen. Scobell, Cleric. Parliament.']",1652,NA
"258","R209274","['An Act for George Manby to prohibit any to make use of his invention for the boiling all sort of liquors, for fourteen years.']","NA",1650,NA
"259","R208800","['An act for subscribing the engagement.']","['Die Mercurii, 2 Januarii, 1649. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"260","R218937","['Some considerations tending to the undeceiving those, whose judgements are misinformed by politique protestations, declarations, &amp;c.']","['Being a necessary discourse for the present times, concerning the unseasonable difference between the Protestant and the Puritan.']",1654,"53358-some considerations tending to undeceiving those whose judgements are misinformed by politique protestations declarations being necessary discourse for present times concerning unseasonable difference between protestant and puritan"
"261","R208784","['An Act disabling the election of divers persons to any office or place of trust within the city of London, and the votes of such persons in such elections.']","NA",1649,NA
"262","R213197","['An Act to make void all titles of honor, dignities or precedencies given by the late King, since the fourth of January, one thousand six hundred forty and one.']","NA",1652,NA
"263","R41992","['A declaration of the Parliament of the Commonwealth of England.']","NA",1653,NA
"264","R492186","['An Act to prohibit all commerce and traffique between England &amp; Scotland, and enjoyning the departure of Scots out of this Commonwealth.']","['Die Veneris, 2 Augusti,, sic 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,"5-public general acts"
"265","R209249","['An Act giving further povver to the High Court of Justice.']","NA",1650,NA
"266","R170532","['The Holy Bible containing the Old and New Testaments:']","['newly translated out of the original tongues, and with the former translations diligently compared and revised.']",1652,NA
"267","R210468","['An order and declaration of His Highness and his council, for collecting the excize in Scotland.']","['Tuesday the two and twentieth of May, 1655. Ordered by His Highness the Lord Protector, and the council, that this order and declaration be forthwith printed and published. Hen: Scobell, Clerk of the Council.']",1655,"8388-orders in council 1655-05-22"
"268","R209234","['An Act for setling of the militia of the Commonwealth of England·']","['Die Jovis, 11 Julii, 1650. Ordered by the Parliament, that this act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"269","R212921","['An additional Act for the better observation of the Lords-Day, days of humiliation and thanksgiving.']","['Together with a collection of former laws, statutes &amp; ordinances now in force for observation of the said days. Die Veneris, decimo nono Aprilis, 1650. Ordered by the Parliament, that this Act, statutes and ordinances, be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"270","R212947","['An Act against several atheistical, blasphemous and execrable opinions, derogatory to the honor of God, and destructive to humane society·']","['Die Veneris, 9 Augusti, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
"271","R210543","['An order and declaration of His Highness and the council, for an assessment of sixty thousand pounds per mensem, from the four and twentieth of June, 1655.']","['Tuesday 29. of May, 1655. Ordered by His Highness the Lord Protector and the council, that this order and declaration be forthwith printed and published. Henry Scobell Clerk of the Council.']",1655,"30104-orders in council 1655-05-29"
"272","R208779","['An Act with further instructions to the treasurers, trustees, contractors, registers, surveyors, and other persons imployed in the sale of the honors, manors and lands belonging to the late King, Queen and Prince; and for the stating of accompts.']","['Die Veneris, 23 Novembr. 1649. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1649,NA
"273","R229405","['The answer of the Parliament of the Commonwealth of England, to three papers delivered in to the Councel of State by the lords ambassadors extraordinary of the States General of the United Provinces.']","['As also a narrative of the late engagement between the English fleet under the command of General Blake; and the Holland fleet under the command of Lieutenant Admiral Trump. And likewise severall letters, examinations and testimonies touching the same. Together with the three papers, aforesiad of the said lords ambassadors extraordinary; and the letter of Lieutenan Admiral Trump therein mentioned, translated into English.']",1652,NA
"274","R213016","['Die Jovis, 27 Februarii, 1650. Ordered by the Parliament, that the officers belonging to the recruits and forces which now are, or hereafter shall be raised for the service of this Commonwealth in Ireland, do constantly attend their respective charges; ...']","NA",1651,NA
"275","R209332","['An Act for the execution of a judgement given in Parliament against Lieutenant Colonel John Lilborn.']","NA",1652,NA
"276","R211377","['An act appointing Thursday the thirteenth of June, 1650. to be kept as a day of solemn fasting and humiliation; and declaring the reasons and grounds thereof.']","NA",1650,NA
"277","R209372","['Votes and resolutions of the Parliament, concerning the encouragement to be given to mariners and sea-men in the service of the Commonwealth.']","['Wednesday the 22th of December, 1652. Ordered by the Parliament, that these votes and resolutions be printed. Hen: Scobell, Cleric. Parliamenti.']",1652,NA
"278","R212086","['An Act for taking away the fee of damage cleere·']","NA",1651,NA
"279","R209298","['An Act for impresting seamen·']","['Die Veneris, 28 Februarii, 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1651,NA
"280","R211346","['A proclamation of the Parliament of the Commonwealth of England, declaring Charls Stuart and his abettors, agents and complices, to be traytors, rebels and publique enemies.']","NA",1651,NA
"281","R209269","['An Act for making ships and merchandizes taken, or to be taken from the King of Portugal or any of his subjects, to be prize.']","['Die Veneris, 8 Novembr. 1650. Ordered by the Parliament, that this Act be forthwith printed and published. Hen: Scobell, Cleric. Parliamenti.']",1650,NA
